,id_starname,teff,teff_err,logg,logg_err,feh,feh_err,feh_err,parallax,parallax_err,kmag,kmag_err,ra,dec,band,dust,cks_sprov
165,K00401,5455.3,100,4.7,1,0.347,0.06,0.12,-99,0,12.184,0.025,285.853701396,38.3840916108,kmag,allsky,cks1
166,K00403,6222.6,100,4.7,1,0.039,0.06,0.12,-99,0,12.602,0.022,286.879631008,39.3783298934,kmag,allsky,cks1
167,K00408,5588.1,100,4.7,1,0.116,0.06,0.12,-99,0,13.367,0.032,288.234102511,40.5208970179,kmag,allsky,cks1
168,K00409,5844.7,100,4.7,1,0.176,0.06,0.12,-99,0,12.708,0.026,290.566322067,40.6920756025,kmag,allsky,cks1
169,K00415,5655.7,100,4.7,1,-0.196,0.06,0.12,-99,0,12.661,0.027,293.306079209,41.6063071458,kmag,allsky,cks1
170,K00416,5065.2,100,4.7,1,-0.117,0.06,0.12,-99,0,12.301,0.02,286.865382633,41.9889571002,kmag,allsky,cks1
171,K00427,5332.9,100,4.7,1,0.137,0.06,0.12,-99,0,12.826,0.03,283.022852715,47.2611430561,kmag,allsky,cks1
172,K00431,5178.0,100,4.7,1,-0.265,0.06,0.12,-99,0,12.418,0.023,282.460502005,48.2570292936,kmag,allsky,cks1
173,K00433,5182.1,100,4.7,1,0.183,0.06,0.12,-99,0,13.064,0.036,298.550892207,48.3325405271,kmag,allsky,cks1
174,K00435,5666.2,100,4.7,1,0.019,0.06,0.12,-99,0,12.986,0.029,289.780539281,49.8965623564,kmag,allsky,cks1
175,K00439,5457.9,100,4.7,1,0.341,0.06,0.12,-99,0,12.615,0.025,296.406898167,51.358193777,kmag,allsky,cks1
176,K00440,5078.4,100,4.7,1,0.169,0.06,0.12,-99,0,12.155,0.023,290.296421434,37.749427087,kmag,allsky,cks1
177,K00442,5790.9,100,4.7,1,-0.043,0.06,0.12,-99,0,12.573,0.03,291.097225683,38.8756048933,kmag,allsky,cks1
178,K00444,5641.3,100,4.7,1,-0.065,0.06,0.12,-99,0,12.668,0.023,290.529479883,38.9427306402,kmag,allsky,cks1
179,K00446,4617.7,100,4.7,1,-0.302,0.06,0.12,-99,0,12.057,0.021,284.032372314,39.7815364564,kmag,allsky,cks1
180,K00448,4653.0,100,4.7,1,-0.036,0.06,0.12,-99,0,12.357,0.02,297.070203728,40.8687339874,kmag,allsky,cks1
181,K00456,5616.5,100,4.7,1,0.198,0.06,0.12,-99,0,13.052,0.026,287.773573013,42.8692754659,kmag,allsky,cks1
182,K00457,5107.7,100,4.7,1,0.239,0.06,0.12,-99,0,12.246,0.018,290.516469811,43.0838641744,kmag,allsky,cks1
183,K00459,5869.6,100,4.7,1,0.105,0.06,0.12,-99,0,12.658,0.023,297.278911455,43.7239693386,kmag,allsky,cks1
184,K00464,5479.2,100,4.7,1,0.265,0.06,0.12,-99,0,12.585,0.023,293.747110724,45.1071980763,kmag,allsky,cks1
185,K00466,5956.5,100,4.7,1,0.034,0.06,0.12,-99,0,13.208,0.029,286.151970963,45.3325726269,kmag,allsky,cks1
186,K00474,5923.2,100,4.7,1,0.0,0.06,0.12,-99,0,12.935,0.024,287.780811521,47.6298453353,kmag,allsky,cks1
187,K00475,5099.7,100,4.7,1,-0.248,0.06,0.12,-99,0,12.843,0.021,280.690920048,47.8096702136,kmag,allsky,cks1
188,K00479,5560.3,100,4.7,1,-0.063,0.06,0.12,-99,0,12.513,0.024,283.507219035,48.5526329987,kmag,allsky,cks1
189,K00481,5174.7,100,4.7,1,-0.08,0.06,0.12,-99,0,12.876,0.032,293.160097696,48.8812073779,kmag,allsky,cks1
190,K00486,5623.8,100,4.7,1,-0.298,0.06,0.12,-99,0,12.636,0.032,289.521195484,51.2374057313,kmag,allsky,cks1
191,K00490,4868.1,100,4.7,1,0.034,0.06,0.12,-99,0,11.832,0.022,292.658525345,38.3455557564,kmag,allsky,cks1
192,K00500,4665.0,100,4.7,1,0.057,0.06,0.12,-99,0,12.253,0.02,296.112575903,39.9787451214,kmag,allsky,cks1
193,K00505,5046.2,100,4.7,1,0.171,0.06,0.12,-99,0,12.186,0.021,285.999920371,40.9193822383,kmag,allsky,cks1
194,K00508,5573.3,100,4.7,1,0.385,0.06,0.12,-99,0,12.677,0.024,284.521197467,41.6296561716,kmag,allsky,cks1
