,id_starname,gdir_srad,gdir_srad_err1,gdir_srad_err2,gdir_avs,gdir_avs_err1,gdir_avs_err2,giso_smass,giso_smass_err2,giso_smass_err1,giso_srad,giso_srad_err1,giso_srad_err2,giso_srho,giso_srho_err1,giso_srho_err2,giso_sage,giso_sage_err1,giso_sage_err2,giso2_sparallax,giso2_sparallax_err1,giso2_sparallax_err2
333,CK05387,0.674600250509,0.0253071588031,-0.0241408470109,0.0438233377499,0.000199721733563,-0.000197949681818,0.684805630608,-0.0135610739189,0.0175372299428,0.662384470838,0.00562008628882,-0.00583463371055,2.35089007316,0.0856918831863,-0.0662634929252,8.12370673754,3.94230258631,-5.17620412418,3.86056834416,0.224573622136,-0.214288350415
334,CK05499,0.949205959195,0.0512923384841,-0.0483527852053,0.124756622101,0.000686783128585,-0.000658828061194,0.823638098026,-0.0133197464033,0.0151144392314,0.880279185624,0.0156668495742,-0.0158877244199,1.20318459643,0.0613476098953,-0.0533522259768,12.8262337432,0.773307105981,-1.5319813576,1.62777177411,0.0915070530368,-0.122552894897
335,CK05579,0.657447023239,0.0393936456328,-0.0367190969903,0.128882124658,0.00193211341916,-0.00182558750447,0.690214120674,-0.0223272091423,0.0237434394968,0.66284397873,0.0151098322971,-0.0135084587798,2.36026780452,0.133322542002,-0.136495421849,6.01591264668,5.00567583757,-4.26609746237,1.60370283268,0.0821695700122,-0.105727138373
336,CK05628,0.648680432061,0.0374028028247,-0.0349617940536,0.148317015969,0.00111096826756,-0.00107562045953,0.654796935228,-0.0175557348776,0.0184187537008,0.635138722714,0.00949800675198,-0.00914519482994,2.54686503418,0.115670564009,-0.104394887147,7.19306959939,4.69039231767,-4.61049919281,1.82912511346,0.105039004121,-0.103492501017
337,CK05653,0.667545934758,0.0373703188397,-0.0349246945454,0.285124576173,0.00171880509343,-0.00164111098014,0.714463429398,-0.0247871745283,0.0244902799613,0.682814280507,0.0136661651681,-0.0135999252677,2.2429831266,0.11769423233,-0.122153603807,5.20427791968,5.2774730948,-3.83511940414,1.68027966513,0.0932726978665,-0.11970199939
338,CK05683,0.812726214321,0.031662511668,-0.0302260357444,0.115065757472,0.000629403227712,-0.000617419963527,0.935681125658,-0.0139053302272,0.0122899126511,0.852457480242,0.00980221802103,-0.00631507572122,1.49685903136,0.0444561418451,-0.0372007887844,0.557820793345,0.892434834999,-0.305349340395,1.12507815988,0.153630614456,-0.390905984378
339,CK05704,0.780413827804,0.0366835218068,-0.0345798861817,0.274528719328,0.000846963432971,-0.000841550624958,0.743121968178,-0.0155075168237,0.0260912769956,0.754490287248,0.00513397342957,-0.00539852172,1.72739655902,0.078953205969,-0.0454963841599,10.9179007442,2.07382953931,-3.66598947928,4.01455886677,0.200211701941,-0.257429559323
340,CK05826,0.578880299527,0.0189366559451,-0.0190132689521,0.0724270371871,0.000631154992961,-0.000713151376487,0.561862887877,-0.0101105033661,0.0108450370148,0.545739404179,0.00584508458841,-0.00576728572669,3.44358355648,0.101692589535,-0.0953302131029,7.72164015263,4.32426928581,-4.58256392545,3.13318799732,0.256952689017,-0.257418449886
341,CK05909,0.698891858126,0.0423257624119,-0.0393678620445,0.248584459985,0.0020104925074,-0.00192132777187,0.738708468711,-0.0247889848091,0.0243660448402,0.704893139247,0.0127700656839,-0.0125405973477,2.10329546885,0.106056177271,-0.10527171486,5.91167740731,5.02528867322,-4.24822646678,1.34516569096,0.0697492808592,-0.0834654324796
342,CK05935,0.703453877274,0.0402831594695,-0.0375402512782,0.125443727461,0.000691047700985,-0.000664587970383,0.746947163442,-0.0264551736243,0.0239882127427,0.712700972046,0.0116989430616,-0.0123774790114,2.05627874809,0.104862997497,-0.104735795136,5.7202244779,5.04240019171,-3.93112107134,1.35462231607,0.0748673000935,-0.0964026030094
343,CK05965,0.645302230886,0.0368672801568,-0.034558257079,0.069445428045,0.000988221169781,-0.000877800011275,0.649595225708,-0.0174465816291,0.0198307542722,0.629979419221,0.0101859876763,-0.00967149332716,2.58778545526,0.123691034155,-0.113827176355,7.43885292001,4.4930166279,-4.70828850324,1.6866553061,0.0908025849273,-0.0898631545937
344,CK05971,1.04717656228,0.051121319033,-0.0480482315096,0.0712139553508,0.000518021821273,-0.000675200953406,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,4.10033719842,0.205191808947,-0.227673394001
345,CK05974,0.742202919011,0.0364809174791,-0.0341572411849,0.0805246243222,0.000154808599027,-0.000212785463046,0.773515262443,-0.0260193368696,0.0277671614036,0.740538928827,0.0058076414195,-0.00579088787243,1.89274252261,0.10299670443,-0.0833620661092,6.87785674449,4.66486017456,-4.70337355515,4.03793382037,0.219773284658,-0.277775844656
346,CK06195,0.690853754675,0.0334229299343,-0.0315738009496,0.119002155269,0.00135648459689,-0.00131127646869,0.759146031157,-0.0320784405139,0.0216237518398,0.713232405343,0.0116969462452,-0.0108599224128,2.08046187513,0.095337778787,-0.120102437071,3.72496265509,5.13259887971,-2.75290193215,1.58995548514,0.0957444239636,-0.141734268059
347,K00438,0.686398493179,0.0248513358185,-0.0237631532795,0.0832724012951,0.000198833932091,-0.000196386230667,0.704541452757,-0.0183624236242,0.0224287200894,0.680696248707,0.0064282648838,-0.00595173719415,2.23087054657,0.0872086783257,-0.0770214088431,7.3783105399,4.53758330936,-4.77326023544,3.55805692064,0.158379431615,-0.158674386519
348,K00448,0.669163055203,0.0227981981755,-0.0219216093485,0.177335285874,0.000933159292875,-0.000920482300665,0.697421478557,-0.0194716005385,0.0194553794179,0.671005614064,0.00668779315257,-0.00669989318086,2.3087338958,0.0810506314646,-0.0889490089436,6.18314892066,4.92384457825,-4.29536294667,2.66955550803,0.113532770838,-0.120966634209
349,K00458,0.93639363243,0.0434933940869,-0.0411631397869,0.182230310408,0.00183299284414,-0.00178651377217,0.81803210258,-0.0212266204502,0.0362073784052,0.921845667259,0.0137643649971,-0.0135992932303,1.03953825056,0.0789142140227,-0.0538365528766,11.4543115735,1.72974731081,-2.92438505984,1.39555638428,0.0913457144106,-0.146701167562
350,K00518,0.706739342363,0.0335546742113,-0.0314923157013,0.0787595744424,0.000519206189756,-0.000513598804753,0.704671391147,-0.0195518789929,0.0285926653808,0.691339617171,0.00519043997685,-0.00529964891509,2.12693864813,0.102998530695,-0.0712627054859,8.68327608311,3.64546554036,-4.6435772219,2.91099719225,0.147124638267,-0.164395152943
