,id_starname,teff,teff_err,logg,logg_err,feh,feh_err,feh_err,parallax,parallax_err,kmag,kmag_err,ra,dec,band,dust,cks_sprov
385,K00869,4982.0,60,4.7,1,0.12,0.12,0.12,-99,0,13.639,0.053,291.63899717713167,42.436348193363706,kmag,allsky,smemp
386,K00870,4551.0,60,4.7,1,0.1,0.12,0.12,-99,0,12.719,0.028,292.1370409205555,42.42948348715082,kmag,allsky,smemp
387,K00872,5064.0,60,4.7,1,0.19,0.12,0.12,-99,0,13.347000000000001,0.028,289.2687388285348,42.604181867613136,kmag,allsky,smemp
388,K00874,5018.0,60,4.7,1,0.26,0.12,0.12,-99,0,13.038,0.031,296.483400697038,42.66338064956075,kmag,allsky,smemp
389,K00875,4359.0,60,4.7,1,0.25,0.12,0.12,-99,0,13.102,0.031,296.6939428428752,42.62611445415261,kmag,allsky,smemp
390,K00877,4302.0,60,4.7,1,-0.09,0.12,0.12,-99,0,12.392,0.021,293.6369437069805,42.824827451994885,kmag,allsky,smemp
391,K00878,4736.0,60,4.7,1,-0.09,0.12,0.12,-99,0,13.061,0.025,297.46004682718086,42.83981722586332,kmag,allsky,smemp
392,K00880,5354.0,60,4.7,1,0.22,0.12,0.12,-99,0,13.518,0.048,292.8733695531816,42.96615825230828,kmag,allsky,smemp
393,K00881,4996.0,60,4.7,1,0.02,0.12,0.12,-99,0,13.841,0.052,294.9096738671247,42.93519870545357,kmag,allsky,smemp
394,K00883,4801.0,60,4.7,1,0.17,0.12,0.12,-99,0,13.522,0.045,296.6830991664991,42.96788181626772,kmag,allsky,smemp
395,K00884,4939.0,60,4.7,1,0.22,0.12,0.12,-99,0,13.050999999999998,0.026,288.64256088155514,43.03937686440406,kmag,allsky,smemp
396,K00886,3731.0,60,4.7,1,-0.21,0.12,0.12,-99,0,12.648,0.021,294.77392449520715,43.0561975884632,kmag,allsky,smemp
397,K00889,5208.0,60,4.7,1,0.25,0.12,0.12,-99,0,13.118,0.029,291.13762027936434,36.57734431115277,kmag,allsky,smemp
398,K00892,4983.0,60,4.7,1,-0.08,0.12,0.12,-99,0,13.135,0.029,290.39318088426313,43.363857748122435,kmag,allsky,smemp
399,K00896,5076.0,60,4.7,1,0.28,0.12,0.12,-99,0,13.357,0.053,293.0613137923017,43.581357741215065,kmag,allsky,smemp
400,K00898,4015.0,60,4.7,1,-0.22,0.12,0.12,-99,0,12.947,0.024,282.23251966807305,43.665566190184784,kmag,allsky,smemp
401,K00899,3679.0,60,4.7,1,0.03,0.12,0.12,-99,0,11.966,0.021,296.98530016335167,43.6586042687416,kmag,allsky,smemp
402,K00901,4205.0,60,4.7,1,0.01,0.12,0.12,-99,0,13.182,0.033,285.1673966881585,43.87630646863859,kmag,allsky,smemp
403,K00902,4378.0,60,4.7,1,0.06,0.12,0.12,-99,0,13.215,0.031,287.85238094754396,43.89804900950488,kmag,allsky,smemp
404,K00904,4377.0,60,4.7,1,0.06,0.12,0.12,-99,0,13.289000000000001,0.049,285.1683290939829,44.02648982732565,kmag,allsky,smemp
405,K00906,4944.0,60,4.7,1,-0.02,0.12,0.12,-99,0,13.483,0.036,289.59476331392034,44.141811365404365,kmag,allsky,smemp
406,K00907,5397.0,60,4.7,1,-0.16,0.12,0.12,-99,0,13.632,0.042,296.5662171159643,44.10580772295547,kmag,allsky,smemp
407,K00912,4375.0,60,4.7,1,0.01,0.12,0.12,-99,0,12.466,0.018,295.5793289594501,44.545905219999426,kmag,allsky,smemp
408,K00918,5335.0,60,4.7,1,0.08,0.12,0.12,-99,0,13.222000000000001,0.037,283.9774949245437,44.81156131062125,kmag,allsky,smemp
409,K00921,5002.0,60,4.7,1,0.2,0.12,0.12,-99,0,13.534,0.048,291.8419336998117,44.85812396692855,kmag,allsky,smemp
410,K00934,5489.0,60,4.7,1,-0.2,0.12,0.12,-99,0,14.254000000000001,0.06800000000000002,288.1646541485116,45.816425686914,kmag,allsky,smemp
411,K00935,6051.0,60,4.7,1,-0.1,0.12,0.12,-99,0,13.870999999999999,0.05,294.0230228996888,45.85305350100914,kmag,allsky,smemp
412,K00939,5507.0,60,4.7,1,0.27,0.12,0.12,-99,0,13.424,0.043,292.5804199734752,46.09735880489289,kmag,allsky,smemp
413,K00947,3757.0,60,4.7,1,-0.11,0.12,0.12,-99,0,12.097000000000001,0.023,291.8629793307112,46.429161382349996,kmag,allsky,smemp
414,K00950,3831.0,60,4.7,1,-0.09,0.12,0.12,-99,0,12.753,0.029,292.65705273223244,46.537468069728824,kmag,allsky,smemp
415,K00951,4689.0,60,4.7,1,0.13,0.12,0.12,-99,0,12.956,0.026,294.0684115740678,46.57913566212695,kmag,allsky,smemp
416,K00952,3862.0,60,4.7,1,0.09,0.12,0.12,-99,0,12.757,0.024,297.8423072830826,46.57435950627034,kmag,allsky,smemp
417,K00954,5448.0,60,4.7,1,-0.18,0.12,0.12,-99,0,13.555,0.029,288.2119706511098,46.61504612289785,kmag,allsky,smemp
418,K00956,4490.0,60,4.7,1,0.07,0.12,0.12,-99,0,12.817,0.032,283.8659676308882,46.78965223367013,kmag,allsky,smemp
419,K00958,4838.0,60,4.7,1,0.0,0.12,0.12,-99,0,10.41,0.017,291.2544229274798,36.743430200789845,kmag,allsky,smemp
420,K00969,6303.0,60,4.7,1,-0.5,0.12,0.12,-99,0,11.035,0.02,287.6163082395197,39.1272259501376,kmag,allsky,smemp
421,K00972,6642.0,60,4.7,1,-0.21,0.12,0.12,-99,0,8.736,0.013,282.00042013164904,48.54225601214469,kmag,allsky,smemp
422,K00974,6166.0,60,4.7,1,-0.21,0.12,0.12,-99,0,8.407,0.012,295.8028718996762,45.98796628706118,kmag,allsky,smemp
423,K00975,6155.0,60,4.7,1,-0.18,0.12,0.12,-99,0,6.945,0.018,287.36196731685897,38.71413838052882,kmag,allsky,smemp
424,K00977,4840.0,60,4.7,1,0.28,0.12,0.12,-99,0,7.465,0.016,292.71960376990035,48.85200667580222,kmag,allsky,smemp
425,K00986,5408.0,60,4.7,1,0.27,0.12,0.12,-99,0,12.494000000000002,0.026,291.92596575505354,38.01405245541819,kmag,allsky,smemp
426,K00987,5421.0,60,4.7,1,0.05,0.12,0.12,-99,0,10.777,0.012,295.57422996737637,42.80642554150844,kmag,allsky,smemp
427,K00988,4993.0,60,4.7,1,0.08,0.12,0.12,-99,0,11.585,0.021,291.36473334982514,37.60923901604399,kmag,allsky,smemp
428,K00991,5469.0,60,4.7,1,-0.28,0.12,0.12,-99,0,11.931,0.018,296.4960493059126,47.1827847759541,kmag,allsky,smemp
429,K00993,5584.0,60,4.7,1,-0.48,0.12,0.12,-99,0,12.732,0.025,290.7287168478391,37.252657539111595,kmag,allsky,smemp
430,K00999,5024.0,60,4.7,1,-0.15,0.12,0.12,-99,0,13.548,0.048,292.46980222237744,37.56779409431533,kmag,allsky,smemp
431,K01001,6093.0,60,4.7,1,0.13,0.12,0.12,-99,0,11.591,0.02,292.0446280297945,37.376186103189056,kmag,allsky,smemp
432,K01006,4005.0,60,4.7,1,-0.38,0.12,0.12,-99,0,12.922,0.029,299.6509928544732,40.97315901418376,kmag,allsky,smemp
433,K01014,4995.0,60,4.7,1,-0.53,0.12,0.12,-99,0,13.515,0.03,299.8973340892652,43.904066679247705,kmag,allsky,smemp
434,K01015,5915.0,60,4.7,1,-0.11,0.12,0.12,-99,0,13.103,0.034,289.09682735936605,44.00436402918853,kmag,allsky,smemp
435,K01020,6489.0,60,4.7,1,-0.2,0.12,0.12,-99,0,11.446,0.02,292.9308539393345,37.60662993755346,kmag,allsky,smemp
436,K01024,4235.0,60,4.7,1,-0.11,0.12,0.12,-99,0,11.875,0.022,291.90324105393995,37.9023677360926,kmag,allsky,smemp
437,K01048,4162.0,60,4.7,1,-0.18,0.12,0.12,-99,0,12.409,0.02,298.9916303419442,41.074954055996045,kmag,allsky,smemp
438,K01050,4975.0,60,4.7,1,0.08,0.12,0.12,-99,0,11.879000000000001,0.028,296.86093484315893,41.09731782919005,kmag,allsky,smemp
439,K01052,5886.0,60,4.7,1,-0.12,0.12,0.12,-99,0,13.897,0.051,290.5104788284921,41.244743019245306,kmag,allsky,smemp
440,K01060,6222.0,60,4.7,1,-0.35,0.12,0.12,-99,0,13.11,0.035,293.08461151550387,41.13540485926283,kmag,allsky,smemp
441,K01069,5136.0,60,4.7,1,0.33,0.12,0.12,-99,0,13.239,0.03,287.59319968010016,44.179427780191716,kmag,allsky,smemp
442,K01075,6188.0,60,4.7,1,-0.12,0.12,0.12,-99,0,11.527999999999999,0.022,299.70064750686834,47.29165626378773,kmag,allsky,smemp
443,K01076,4839.0,60,4.7,1,-0.28,0.12,0.12,-99,0,12.88,0.025,297.3906705353267,47.2556988986319,kmag,allsky,smemp
444,K01078,3841.0,60,4.7,1,-0.14,0.12,0.12,-99,0,12.485,0.024,299.8305654861768,47.15757411715523,kmag,allsky,smemp
445,K01082,4975.0,60,4.7,1,0.04,0.12,0.12,-99,0,13.752,0.059,292.14455337468917,47.15736043314861,kmag,allsky,smemp
446,K01085,3804.0,60,4.7,1,-0.26,0.12,0.12,-99,0,12.247,0.013,281.0503475527693,47.18820051184662,kmag,allsky,smemp
447,K01089,5728.0,60,4.7,1,0.09,0.12,0.12,-99,0,13.103,0.034,294.4335227683717,38.355472899434254,kmag,allsky,smemp
448,K01101,4892.0,60,4.7,1,0.04,0.12,0.12,-99,0,13.514,0.043,294.11568584585234,38.393437798866856,kmag,allsky,smemp
449,K01102,5932.0,60,4.7,1,0.02,0.12,0.12,-99,0,13.372,0.037,290.41326209101305,38.34372832977103,kmag,allsky,smemp
450,K01104,4664.0,60,4.7,1,0.15,0.12,0.12,-99,0,13.373,0.032,291.1706529386951,38.00858368893426,kmag,allsky,smemp
451,K01108,5482.0,60,4.7,1,0.29,0.12,0.12,-99,0,12.923,0.025,286.4904589119306,38.374871992178065,kmag,allsky,smemp
452,K01113,6045.0,60,4.7,1,-0.04,0.12,0.12,-99,0,12.382,0.026,291.97615590603266,38.055032727893526,kmag,allsky,smemp
453,K01115,5489.0,60,4.7,1,0.1,0.12,0.12,-99,0,12.299,0.026,291.4235820406574,38.21656027885446,kmag,allsky,smemp
454,K01116,5775.0,60,4.7,1,0.03,0.12,0.12,-99,0,11.888,0.02,290.88462173818834,38.05755394016614,kmag,allsky,smemp
455,K01117,6257.0,60,4.7,1,-0.22,0.12,0.12,-99,0,11.64,0.02,291.0318604073705,38.21189399694544,kmag,allsky,smemp
456,K01120,4950.0,60,4.7,1,-0.1,0.12,0.12,-99,0,9.949,0.018,297.7571012766828,41.68045830718858,kmag,allsky,smemp
457,K01121,5749.0,60,4.7,1,0.05,0.12,0.12,-99,0,11.321,0.027000000000000003,290.3528640090721,41.769759572146796,kmag,allsky,smemp
458,K01126,5298.0,60,4.7,1,0.01,0.12,0.12,-99,0,13.345999999999998,0.035,297.7531409050779,41.67600785975682,kmag,allsky,smemp
459,K01127,5463.0,60,4.7,1,0.41,0.12,0.12,-99,0,13.960999999999999,0.053,290.2151459027573,41.775981026234476,kmag,allsky,smemp
460,K01128,5323.0,60,4.7,1,-0.06,0.12,0.12,-99,0,11.774,0.021,291.4332780694074,41.7033162343024,kmag,allsky,smemp
461,K01140,5842.0,60,4.7,1,-0.42,0.12,0.12,-99,0,11.658,0.023,301.47570741760535,44.319775120268936,kmag,allsky,smemp
462,K01141,4083.0,60,4.7,1,-0.15,0.12,0.12,-99,0,13.046,0.021,282.72410978444196,44.34650978744383,kmag,allsky,smemp
463,K01145,5873.0,60,4.7,1,0.05,0.12,0.12,-99,0,12.685,0.024,296.54859715029573,44.2646231985738,kmag,allsky,smemp
464,K01146,3780.0,60,4.7,1,0.06,0.12,0.12,-99,0,12.608,0.028,285.6285207848421,44.31078546550701,kmag,allsky,smemp
465,K01148,5980.0,60,4.7,1,0.12,0.12,0.12,-99,0,12.627,0.019,282.20012072578567,44.422279485309886,kmag,allsky,smemp
466,K01151,5475.0,60,4.7,1,-0.33,0.12,0.12,-99,0,11.745,0.021,283.0029315744032,44.284108037266996,kmag,allsky,smemp
467,K01161,5311.0,60,4.7,1,-0.03,0.12,0.12,-99,0,12.708,0.025,299.1275256685083,47.593831940459566,kmag,allsky,smemp
468,K01162,5679.0,60,4.7,1,-0.41,0.12,0.12,-99,0,11.325,0.013,288.86824602642054,47.75946996373701,kmag,allsky,smemp
469,K01163,5224.0,60,4.7,1,-0.42,0.12,0.12,-99,0,13.217,0.027000000000000003,291.30214580784263,47.69765731884104,kmag,allsky,smemp
470,K01165,5359.0,60,4.7,1,-0.03,0.12,0.12,-99,0,12.287,0.017,291.0628614959718,47.4847890283685,kmag,allsky,smemp
471,K01169,5589.0,60,4.7,1,0.13,0.12,0.12,-99,0,11.715,0.013,281.55117770824614,47.469993088813645,kmag,allsky,smemp
472,K01175,5519.0,60,4.7,1,0.03,0.12,0.12,-99,0,11.617,0.013999999999999999,295.92066628343105,47.448616426884115,kmag,allsky,smemp
473,K01176,4420.0,60,4.7,1,0.11,0.12,0.12,-99,0,13.380999999999998,0.038,292.0683107534184,38.842200418456066,kmag,allsky,smemp
474,K01194,4315.0,60,4.7,1,-0.28,0.12,0.12,-99,0,13.378,0.04,293.8045041474232,38.639051683350274,kmag,allsky,smemp
475,K01196,5675.0,60,4.7,1,-0.29,0.12,0.12,-99,0,13.456,0.039,292.922792604486,38.47721731627287,kmag,allsky,smemp
476,K01198,6015.0,60,4.7,1,0.04,0.12,0.12,-99,0,13.957,0.057,292.47970038058764,38.514901844643795,kmag,allsky,smemp
477,K01199,4675.0,60,4.7,1,0.13,0.12,0.12,-99,0,12.706,0.029,293.74392234489466,38.939221742550046,kmag,allsky,smemp
478,K01202,4140.0,60,4.7,1,0.08,0.12,0.12,-99,0,13.105,0.033,291.6924772825144,38.57291052400289,kmag,allsky,smemp
479,K01203,5654.0,60,4.7,1,-0.43,0.12,0.12,-99,0,13.838,0.053,293.56819699606064,39.03631229549785,kmag,allsky,smemp
480,K01215,5993.0,60,4.7,1,0.11,0.12,0.12,-99,0,11.966,0.022,286.5831894290227,39.07725823653379,kmag,allsky,smemp
481,K01216,5893.0,60,4.7,1,-0.07,0.12,0.12,-99,0,12.011,0.021,288.1336792821638,38.99689230241839,kmag,allsky,smemp
482,K01220,5185.0,60,4.7,1,0.2,0.12,0.12,-99,0,11.074000000000002,0.021,287.3078999072035,39.14470966233048,kmag,allsky,smemp
483,K01221,5051.0,60,4.7,1,0.4,0.12,0.12,-99,0,9.465000000000002,0.018,290.1072124036288,38.702269376352525,kmag,allsky,smemp
484,K01225,4102.0,60,4.7,1,0.14,0.12,0.12,-99,0,12.61,0.021,295.62223826454294,42.092975965058365,kmag,allsky,smemp
485,K01227,6403.0,60,4.7,1,-0.4,0.12,0.12,-99,0,12.355,0.022,297.7071583191095,42.04739122373918,kmag,allsky,smemp
486,K01230,4955.0,60,4.7,1,-0.01,0.12,0.12,-99,0,9.989,0.018,298.9481576586154,41.81212849408125,kmag,allsky,smemp
487,K01236,6336.0,60,4.7,1,-0.12,0.12,0.12,-99,0,12.509,0.019,287.39129497009355,42.19482204602518,kmag,allsky,smemp
488,K01239,5752.0,60,4.7,1,-0.09,0.12,0.12,-99,0,13.517,0.051,292.17859645250144,42.005838659373566,kmag,allsky,smemp
489,K01240,5486.0,60,4.7,1,0.11,0.12,0.12,-99,0,12.844,0.022,291.39053245088934,42.18047349116683,kmag,allsky,smemp
490,K01241,5026.0,60,4.7,1,0.42,0.12,0.12,-99,0,10.227,0.018,293.75830015258106,41.87180704697273,kmag,allsky,smemp
491,K01242,5957.0,60,4.7,1,-0.09,0.12,0.12,-99,0,12.473,0.025,292.22844821009187,42.035323841890076,kmag,allsky,smemp
492,K01245,5911.0,60,4.7,1,-0.1,0.12,0.12,-99,0,12.838,0.033,292.4782785379837,42.14228206760525,kmag,allsky,smemp
493,K01266,4335.0,60,4.7,1,-0.06,0.12,0.12,-99,0,12.763,0.023,286.0751815263917,44.66462771620622,kmag,allsky,smemp
494,K01270,5184.0,60,4.7,1,0.03,0.12,0.12,-99,0,12.897,0.028,293.6413146217735,44.657069154753714,kmag,allsky,smemp
495,K01271,6125.0,60,4.7,1,-0.48,0.12,0.12,-99,0,12.349,0.023,294.26551694484385,44.794263721689454,kmag,allsky,smemp
496,K01275,5891.0,60,4.7,1,0.07,0.12,0.12,-99,0,11.993,0.023,299.2216727539041,44.69390329399464,kmag,allsky,smemp
497,K01276,5434.0,60,4.7,1,0.1,0.12,0.12,-99,0,13.067,0.034,285.0360505841703,45.07099092015685,kmag,allsky,smemp
498,K01278,5654.0,60,4.7,1,-0.37,0.12,0.12,-99,0,13.65,0.046,284.6772402067827,44.79764009813997,kmag,allsky,smemp
499,K01279,5764.0,60,4.7,1,-0.02,0.12,0.12,-99,0,12.245999999999999,0.031,293.3722109361449,44.78518123462737,kmag,allsky,smemp
500,K01282,6051.0,60,4.7,1,-0.21,0.12,0.12,-99,0,11.2,0.018,293.23001777058096,45.053363982549286,kmag,allsky,smemp
501,K01283,5726.0,60,4.7,1,-0.34,0.12,0.12,-99,0,10.128,0.012,296.0071955633392,44.853569826916896,kmag,allsky,smemp
502,K01288,5990.0,60,4.7,1,0.06,0.12,0.12,-99,0,13.688,0.046,289.02013558695734,48.11978390869249,kmag,allsky,smemp
503,K01298,4233.0,60,4.7,1,-0.24,0.12,0.12,-99,0,13.139,0.03,293.6137412532265,47.83893798390312,kmag,allsky,smemp
504,K01299,4933.0,60,4.7,1,0.15,0.12,0.12,-99,0,10.121,0.017,293.28223436825164,48.28591728831415,kmag,allsky,smemp
505,K01301,5230.0,60,4.7,1,-0.38,0.12,0.12,-99,0,14.079,0.085,293.1465697970655,47.7297053017208,kmag,allsky,smemp
506,K01305,5193.0,60,4.7,1,0.12,0.12,0.12,-99,0,13.319,0.039,291.3908469140448,48.065539201316525,kmag,allsky,smemp
507,K01306,5619.0,60,4.7,1,-0.36,0.12,0.12,-99,0,14.120999999999999,0.071,290.67618742078133,48.29423624964286,kmag,allsky,smemp
508,K01307,5442.0,60,4.7,1,0.05,0.12,0.12,-99,0,13.135,0.034,290.927428190699,48.443458767881545,kmag,allsky,smemp
509,K01308,5640.0,60,4.7,1,0.0,0.12,0.12,-99,0,12.462,0.027000000000000003,285.42415933535017,47.83455860871946,kmag,allsky,smemp
510,K01309,6326.0,60,4.7,1,-0.04,0.12,0.12,-99,0,12.832,0.025,288.8552821003385,48.20851697726609,kmag,allsky,smemp
511,K01311,5851.0,60,4.7,1,-0.35,0.12,0.12,-99,0,12.119000000000002,0.022,283.5329504551866,48.09436041108103,kmag,allsky,smemp
512,K01314,4968.0,60,4.7,1,0.16,0.12,0.12,-99,0,11.191,0.017,285.2211237868832,47.88130371430778,kmag,allsky,smemp
513,K01315,6054.0,60,4.7,1,0.01,0.12,0.12,-99,0,11.837,0.022,295.2938257304623,48.37483007244346,kmag,allsky,smemp
514,K01316,5738.0,60,4.7,1,0.3,0.12,0.12,-99,0,10.562,0.025,290.55235516666335,48.12625753039317,kmag,allsky,smemp
515,K01326,5578.0,60,4.7,1,-0.47,0.12,0.12,-99,0,11.053,0.02,286.8349133444215,39.76098494238347,kmag,allsky,smemp
516,K01331,4696.0,60,4.7,1,0.12,0.12,0.12,-99,0,12.972000000000001,0.037,294.50851891162665,39.3987014019771,kmag,allsky,smemp
517,K01332,5691.0,60,4.7,1,-0.35,0.12,0.12,-99,0,13.587,0.042,288.91639968596746,39.59475230439296,kmag,allsky,smemp
518,K01335,6251.0,60,4.7,1,0.17,0.12,0.12,-99,0,12.53,0.022,291.02015231205075,39.220609117438634,kmag,allsky,smemp
519,K01336,5654.0,60,4.7,1,0.03,0.12,0.12,-99,0,13.283,0.032,296.3586251307082,39.115203292244985,kmag,allsky,smemp
520,K01338,5705.0,60,4.7,1,-0.23,0.12,0.12,-99,0,13.053,0.033,292.2760928508485,39.55011358363875,kmag,allsky,smemp
521,K01344,5970.0,60,4.7,1,-0.51,0.12,0.12,-99,0,12.001,0.02,284.8601128197543,39.24050757462045,kmag,allsky,smemp
522,K01353,5946.0,60,4.7,1,0.02,0.12,0.12,-99,0,12.508,0.022,297.4653350613617,42.88285166133952,kmag,allsky,smemp
523,K01358,4611.0,60,4.7,1,0.1,0.12,0.12,-99,0,13.154000000000002,0.029,295.8254662581427,42.94337161523092,kmag,allsky,smemp
524,K01359,5737.0,60,4.7,1,-0.26,0.12,0.12,-99,0,13.532,0.034,291.0206822658838,42.46246330209273,kmag,allsky,smemp
525,K01360,4867.0,60,4.7,1,-0.16,0.12,0.12,-99,0,13.452,0.038,286.41003071668234,42.681513672095754,kmag,allsky,smemp
526,K01361,4152.0,60,4.7,1,0.11,0.12,0.12,-99,0,12.272,0.019,295.30449423830584,42.475319340339134,kmag,allsky,smemp
527,K01363,5606.0,60,4.7,1,0.27,0.12,0.12,-99,0,14.15,0.058,287.9163028630716,42.43726655839108,kmag,allsky,smemp
528,K01364,5281.0,60,4.7,1,0.03,0.12,0.12,-99,0,13.97,0.057,295.76619789968174,42.424282214465606,kmag,allsky,smemp
529,K01366,5422.0,60,4.7,1,0.05,0.12,0.12,-99,0,13.661,0.043,286.3580611320378,42.40649169995688,kmag,allsky,smemp
530,K01367,4898.0,60,4.7,1,-0.12,0.12,0.12,-99,0,12.992,0.027000000000000003,286.88725549462447,42.47122709790799,kmag,allsky,smemp
531,K01375,6159.0,60,4.7,1,-0.29,0.12,0.12,-99,0,12.232,0.018,288.32039785592565,42.2613874188101,kmag,allsky,smemp
532,K01376,6624.0,60,4.7,1,-0.26,0.12,0.12,-99,0,13.091,0.027000000000000003,291.0135518212868,42.283086415851066,kmag,allsky,smemp
533,K01378,5497.0,60,4.7,1,-0.43,0.12,0.12,-99,0,11.7,0.013999999999999999,295.51074636681216,42.93062220889489,kmag,allsky,smemp
534,K01379,5737.0,60,4.7,1,-0.12,0.12,0.12,-99,0,12.159,0.019,294.98556072604936,42.72773548823668,kmag,allsky,smemp
535,K01390,4358.0,60,4.7,1,0.17,0.12,0.12,-99,0,12.962,0.029,294.91585170162654,45.783804174135284,kmag,allsky,smemp
536,K01393,3920.0,60,4.7,1,0.22,0.12,0.12,-99,0,12.768,0.03,283.555499051466,45.614378426245025,kmag,allsky,smemp
537,K01396,5408.0,60,4.7,1,0.05,0.12,0.12,-99,0,14.172,0.055,287.39203924889387,46.059257803541776,kmag,allsky,smemp
538,K01397,3974.0,60,4.7,1,-0.33,0.12,0.12,-99,0,12.427,0.033,299.67778383657503,45.97233588105032,kmag,allsky,smemp
539,K01403,4328.0,60,4.7,1,0.15,0.12,0.12,-99,0,12.885,0.022,290.4799052479533,45.60057984778717,kmag,allsky,smemp
540,K01404,4360.0,60,4.7,1,-0.05,0.12,0.12,-99,0,13.484000000000002,0.036,287.05446739942465,45.180335105936955,kmag,allsky,smemp
541,K01408,4108.0,60,4.7,1,-0.04,0.12,0.12,-99,0,11.809,0.013,290.29458051331,45.564519562947204,kmag,allsky,smemp
542,K01411,5501.0,60,4.7,1,0.36,0.12,0.12,-99,0,11.689,0.018,298.99515096939683,45.90943418072683,kmag,allsky,smemp
543,K01412,5863.0,60,4.7,1,0.13,0.12,0.12,-99,0,12.25,0.019,291.074683996404,45.24254396771807,kmag,allsky,smemp
544,K01413,5195.0,60,4.7,1,-0.04,0.12,0.12,-99,0,12.717,0.028,285.34583826252964,45.36777541381064,kmag,allsky,smemp
545,K01420,4574.0,60,4.7,1,0.15,0.12,0.12,-99,0,13.489,0.05,290.11277953234537,48.57772596464818,kmag,allsky,smemp
546,K01424,4604.0,60,4.7,1,0.1,0.12,0.12,-99,0,12.913,0.032,292.32859755126617,49.653517111420356,kmag,allsky,smemp
547,K01426,5701.0,60,4.7,1,-0.22,0.12,0.12,-99,0,12.78,0.03,283.2091605131118,48.77761557372092,kmag,allsky,smemp
548,K01427,4096.0,60,4.7,1,-0.24,0.12,0.12,-99,0,13.058,0.032,287.8578540594087,48.773964635480134,kmag,allsky,smemp
549,K01428,4716.0,60,4.7,1,-0.09,0.12,0.12,-99,0,12.515,0.029,290.9576362899095,49.20372616066865,kmag,allsky,smemp
550,K01430,4383.0,60,4.7,1,-0.3,0.12,0.12,-99,0,13.075,0.031,283.0398448135496,48.825330334048274,kmag,allsky,smemp
551,K01431,5395.0,60,4.7,1,0.29,0.12,0.12,-99,0,11.814,0.025,287.0223788743707,48.68189647160156,kmag,allsky,smemp
552,K01432,5574.0,60,4.7,1,0.08,0.12,0.12,-99,0,13.436,0.044,283.2070155656631,48.580522228512066,kmag,allsky,smemp
553,K01436,5523.0,60,4.7,1,0.15,0.12,0.12,-99,0,12.706,0.027000000000000003,283.9829040435879,49.232951225140894,kmag,allsky,smemp
554,K01438,5605.0,60,4.7,1,0.17,0.12,0.12,-99,0,12.431,0.025,293.2882949211182,48.81161136707765,kmag,allsky,smemp
555,K01439,5969.0,60,4.7,1,0.17,0.12,0.12,-99,0,11.527,0.023,290.85179611180354,48.52132428509557,kmag,allsky,smemp
556,K01442,5386.0,60,4.7,1,0.38,0.12,0.12,-99,0,10.911,0.023,286.03630245688066,49.61450267971018,kmag,allsky,smemp
557,K01444,6031.0,60,4.7,1,0.07,0.12,0.12,-99,0,12.587,0.024,297.3915862824847,48.5606874508043,kmag,allsky,smemp
558,K01445,6304.0,60,4.7,1,0.13,0.12,0.12,-99,0,11.151,0.016,283.9367809865613,49.11027477443636,kmag,allsky,smemp
559,K01452,6471.0,60,4.7,1,-0.15,0.12,0.12,-99,0,12.449000000000002,0.03,293.2815286341517,43.05579711302968,kmag,allsky,smemp
560,K01459,4122.0,60,4.7,1,0.17,0.12,0.12,-99,0,12.782,0.023,287.14302379157243,46.508021827349616,kmag,allsky,smemp
561,K01461,4750.0,60,4.7,1,0.01,0.12,0.12,-99,0,13.536,0.039,287.8045912085456,46.238898250379975,kmag,allsky,smemp
562,K01463,6284.0,60,4.7,1,-0.28,0.12,0.12,-99,0,10.968,0.011,288.2586383776428,43.376475003026286,kmag,allsky,smemp
563,K01466,4606.0,60,4.7,1,0.14,0.12,0.12,-99,0,13.945,0.067,284.84989043910497,46.1388903711703,kmag,allsky,smemp
564,K01474,6329.0,60,4.7,1,0.19,0.12,0.12,-99,0,11.859000000000002,0.018,295.4179125045177,51.184762875359354,kmag,allsky,smemp
565,K01475,4267.0,60,4.7,1,-0.09,0.12,0.12,-99,0,13.2,0.034,297.43038260303297,39.84787952980941,kmag,allsky,smemp
566,K01477,5166.0,60,4.7,1,-0.09,0.12,0.12,-99,0,13.995999999999999,0.046,287.6539489032217,43.505705236793396,kmag,allsky,smemp
567,K01478,5453.0,60,4.7,1,-0.03,0.12,0.12,-99,0,10.862,0.021,288.84885520654245,51.20903750424675,kmag,allsky,smemp
568,K01480,4880.0,60,4.7,1,-0.2,0.12,0.12,-99,0,13.858,0.052,286.74183368893847,43.190119656065434,kmag,allsky,smemp
569,K01483,5684.0,60,4.7,1,0.27,0.12,0.12,-99,0,12.806,0.032,289.1523658079765,50.25306750779869,kmag,allsky,smemp
570,K01484,4725.0,60,4.7,1,0.13,0.12,0.12,-99,0,12.925999999999998,0.106,290.61670738369304,49.95763548992219,kmag,allsky,smemp
571,K01486,5655.0,60,4.7,1,0.2,0.12,0.12,-99,0,13.9,0.055,294.3169307087366,43.629243570857184,kmag,allsky,smemp
572,K01494,4373.0,60,4.7,1,-0.02,0.12,0.12,-99,0,13.438,0.043,295.4570817959513,50.077183829664925,kmag,allsky,smemp
573,K01501,4510.0,60,4.7,1,-0.41,0.12,0.12,-99,0,13.484000000000002,0.03,290.1222112293265,43.085407004572325,kmag,allsky,smemp
574,K01510,4680.0,60,4.7,1,-0.03,0.12,0.12,-99,0,13.873,0.058,295.084100056599,50.11463797321485,kmag,allsky,smemp
