obs,id_obs,id_name,id_koi
rj153.702,rj153.702,CK01812,1812
rj153.703,rj153.703,CK01857,1857
rj153.704,rj153.704,CK02069,2069
rj153.705,rj153.705,CK02033,2033
rj153.706,rj153.706,CK01813,1813
rj153.707,rj153.707,CK00174,174
rj153.879,rj153.879,CK01923,1923
rj153.884,rj153.884,CK02025,2025
rj153.885,rj153.885,CK00232,232
rj153.891,rj153.891,CK02278,2278
rj153.892,rj153.892,CK01980,1980
rj153.893,rj153.893,CK02559,2559
rj153.1287,rj153.1287,CK01818,1818
rj153.1288,rj153.1288,CK01815,1815
rj153.1289,rj153.1289,CK02426,2426
rj153.1290,rj153.1290,CK02440,2440
rj153.1291,rj153.1291,CK02563,2563
rj153.1311,rj153.1311,CK01241,1241
rj153.1318,rj153.1318,CK01655,1655
rj153.1319,rj153.1319,CK01905,1905
rj153.1320,rj153.1320,CK02534,2534
rj153.1321,rj153.1321,CK00409,409
rj153.1322,rj153.1322,CK01932,1932
rj154.47,rj154.47,CK02583,2583
rj154.48,rj154.48,CK02492,2492
rj154.49,rj154.49,CK02201,2201
rj154.50,rj154.50,CK01326,1326
rj154.51,rj154.51,CK01805,1805
rj154.52,rj154.52,CK02281,2281
rj154.65,rj154.65,CK00191,191
rj154.66,rj154.66,CK01894,1894
rj154.67,rj154.67,CK01814,1814
rj154.68,rj154.68,CK02011,2011
rj154.69,rj154.69,CK02367,2367
rj154.70,rj154.70,CK02603,2603
rj154.71,rj154.71,CK02228,2228
rj154.72,rj154.72,CK02272,2272
rj154.73,rj154.73,CK01921,1921
rj154.74,rj154.74,CK01684,1684
rj154.75,rj154.75,CK02175,2175
rj154.76,rj154.76,CK02657,2657
rj154.77,rj154.77,CK02059,2059
rj154.78,rj154.78,CK01121,1121
rj154.79,rj154.79,CK02479,2479
rj154.80,rj154.80,CK02555,2555
rj154.81,rj154.81,CK02303,2303
rj154.302,rj154.302,CK02162,2162
rj154.303,rj154.303,CK01831,1831
rj154.304,rj154.304,CK02527,2527
rj154.305,rj154.305,CK00209,209
rj154.306,rj154.306,CK00457,457
rj154.332,rj154.332,K00245,245
rj154.333,rj154.333,K00245,245
rj154.334,rj154.334,K00245,245
rj154.338,rj154.338,K02169,2169
rj154.344,rj154.344,CK00571,571
rj155.73,rj155.73,CK02831,2831
rj155.74,rj155.74,CK02675,2675
rj155.75,rj155.75,CK02687,2687
rj155.76,rj155.76,CK02737,2737
rj155.82,rj155.82,CK02009,2009
rj155.83,rj155.83,CK02365,2365
rj155.84,rj155.84,CK02641,2641
rj155.85,rj155.85,CK01754,1754
rj155.270,rj155.270,CK02879,2879
rj155.271,rj155.271,CK03227,3227
rj155.272,rj155.272,CK03239,3239
rj155.273,rj155.273,CK03246,3246
rj155.471,rj155.471,CK02538,2538
rj155.472,rj155.472,CK01783,1783
rj155.473,rj155.473,CK02443,2443
rj155.474,rj155.474,CK02105,2105
rj155.475,rj155.475,CK01152,1152
rj156.87,rj156.87,K00321,321
rj156.98,rj156.98,CK01825,1825
rj156.270,rj156.270,CK01152,1152
rj156.277,rj156.277,CK01897,1897
rj156.278,rj156.278,CK01861,1861
rj156.283,rj156.283,CK01557,1557
rj156.284,rj156.284,CK01589,1589
rj156.287,rj156.287,CK01152,1152
rj156.299,rj156.299,CK01152,1152
rj156.300,rj156.300,CK01977,1977
rj156.301,rj156.301,CK02279,2279
rj156.302,rj156.302,CK02040,2040
rj156.303,rj156.303,CK01915,1915
rj156.304,rj156.304,CK02547,2547
rj156.305,rj156.305,CK00238,238
rj156.524,rj156.524,K02931,2931
rj156.525,rj156.525,K01871,1871
rj156.526,rj156.526,CK02038,2038
rj156.527,rj156.527,CK01152,1152
rj156.530,rj156.530,CK00889,889
rj156.531,rj156.531,CK01227,1227
rj156.532,rj156.532,CK01988,1988
rj156.533,rj156.533,CK02556,2556
rj156.668,rj156.668,CK01152,1152
rj156.670,rj156.670,CK01706,1706
rj156.671,rj156.671,CK01647,1647
rj156.781,rj156.781,CK01152,1152
rj156.790,rj156.790,CK00834,834
rj156.791,rj156.791,K00438,438
rj156.792,rj156.792,CK00211,211
rj156.793,rj156.793,CK02049,2049
rj156.794,rj156.794,CK02498,2498
rj156.795,rj156.795,CK01856,1856
rj156.796,rj156.796,CK01850,1850
rj156.797,rj156.797,CK02016,2016
rj156.798,rj156.798,CK02082,2082
rj156.1018,rj156.1018,CK02204,2204
rj156.1367,rj156.1367,CK02672,2672
rj156.1368,rj156.1368,CK02399,2399
rj156.1564,rj156.1564,CK01152,1152
rj156.1568,rj156.1568,CK00168,168
rj156.1766,rj156.1766,K00433,433
rj157.93,rj157.93,K00448,448
rj157.94,rj157.94,CK02548,2548
rj157.101,rj157.101,CK02086,2086
rj157.102,rj157.102,CK01944,1944
rj157.103,rj157.103,CK02047,2047
rj157.104,rj157.104,CK01938,1938
rj157.284,rj157.284,K01430,1430
rj157.285,rj157.285,CK00880,880
rj157.287,rj157.287,CK00688,688
rj157.288,rj157.288,CK01860,1860
rj157.289,rj157.289,CK01665,1665
rj157.290,rj157.290,CK01893,1893
rj157.291,rj157.291,CK02564,2564
rj157.292,rj157.292,CK02143,2143
rj157.514,rj157.514,K00812,812
rj157.688,rj157.688,K02650,2650
rj157.689,rj157.689,CK00907,907
rj157.692,rj157.692,CK01960,1960
rj157.693,rj157.693,CK02335,2335
rj157.694,rj157.694,CK02119,2119
rj157.695,rj157.695,CK00440,440
rj157.696,rj157.696,CK02474,2474
rj157.867,rj157.867,CK01669,1669
rj157.868,rj157.868,CK03156,3156
rj158.68,rj158.68,K02469,2469
rj158.69,rj158.69,CK00935,935
rj158.280,rj158.280,K00854,854
rj158.281,rj158.281,K00947,947
rj158.282,rj158.282,CK00869,869
rj158.283,rj158.283,CK00733,733
rj158.284,rj158.284,K00416,416
rj158.285,rj158.285,K00518,518
rj158.286,rj158.286,K01408,1408
rj158.289,rj158.289,CK03196,3196
rj158.290,rj158.290,CK02711,2711
rj158.291,rj158.291,CK02732,2732
rj158.292,rj158.292,CK02722,2722
rj158.293,rj158.293,CK02714,2714
rj158.294,rj158.294,CK02693,2693
rj158.295,rj158.295,CK01257,1257
rj158.296,rj158.296,CK03162,3162
rj158.297,rj158.297,CK02706,2706
rj158.298,rj158.298,CK03165,3165
rj158.299,rj158.299,CK03168,3168
rj158.300,rj158.300,CK03167,3167
rj158.301,rj158.301,CK03172,3172
rj158.302,rj158.302,CK02801,2801
rj158.303,rj158.303,CK03180,3180
rj158.304,rj158.304,CK03024,3024
rj158.305,rj158.305,CK02712,2712
rj158.306,rj158.306,CK03183,3183
rj158.307,rj158.307,CK02792,2792
rj158.308,rj158.308,CK03181,3181
rj158.309,rj158.309,CK03178,3178
rj158.310,rj158.310,CK03179,3179
rj158.311,rj158.311,CK03194,3194
rj158.312,rj158.312,CK02749,2749
rj158.313,rj158.313,CK03195,3195
rj158.314,rj158.314,CK03184,3184
rj158.315,rj158.315,CK03193,3193
rj158.316,rj158.316,CK03197,3197
rj158.317,rj158.317,CK02752,2752
rj158.318,rj158.318,CK02968,2968
rj158.319,rj158.319,CK03201,3201
rj158.320,rj158.320,CK03208,3208
rj158.321,rj158.321,CK02896,2896
rj158.322,rj158.322,CK03190,3190
rj158.323,rj158.323,CK03202,3202
rj158.324,rj158.324,CK03122,3122
rj158.325,rj158.325,CK03231,3231
rj158.326,rj158.326,CK03214,3214
rj158.327,rj158.327,CK03216,3216
rj158.328,rj158.328,CK03220,3220
rj158.329,rj158.329,CK03236,3236
rj158.330,rj158.330,CK03114,3114
rj158.331,rj158.331,CK02758,2758
rj158.332,rj158.332,CK02833,2833
rj158.333,rj158.333,CK03132,3132
rj158.488,rj158.488,K01739,1739
rj158.489,rj158.489,K01876,1876
rj158.491,rj158.491,K02290,2290
rj158.492,rj158.492,K02339,2339
rj158.493,rj158.493,K02410,2410
rj158.495,rj158.495,CK01060,1060
rj158.496,rj158.496,CK00193,193
rj158.497,rj158.497,CK02678,2678
rj158.498,rj158.498,CK03215,3215
rj158.681,rj158.681,CK03097,3097
rj158.682,rj158.682,CK03008,3008
rj158.683,rj158.683,CK02948,2948
rj158.684,rj158.684,CK03218,3218
rj158.685,rj158.685,CK02914,2914
rj158.686,rj158.686,CK02755,2755
rj158.687,rj158.687,CK03234,3234
rj158.688,rj158.688,CK03240,3240
rj158.689,rj158.689,CK03229,3229
rj158.690,rj158.690,CK03243,3243
rj158.691,rj158.691,CK02717,2717
rj158.692,rj158.692,CK03232,3232
rj158.693,rj158.693,CK03224,3224
rj158.694,rj158.694,CK02803,2803
rj158.695,rj158.695,CK03245,3245
rj158.697,rj158.697,CK03237,3237
rj158.698,rj158.698,CK03225,3225
rj158.699,rj158.699,CK03249,3249
rj158.700,rj158.700,CK03251,3251
rj158.701,rj158.701,CK02961,2961
rj158.702,rj158.702,CK02969,2969
rj158.703,rj158.703,CK02965,2965
rj158.704,rj158.704,CK03254,3254
rj158.706,rj158.706,CK02971,2971
rj158.901,rj158.901,CK03233,3233
rj158.907,rj158.907,CK03248,3248
rj158.908,rj158.908,CK02754,2754
rj158.909,rj158.909,CK02848,2848
rj158.910,rj158.910,CK00939,939
rj158.911,rj158.911,CK01198,1198
rj158.1071,rj158.1071,CK03103,3103
rj158.1177,rj158.1177,K00701,701
rj158.1181,rj158.1181,CK00314,314
rj158.1186,rj158.1186,K01686,1686
rj158.1187,rj158.1187,CK01563,1563
rj158.1188,rj158.1188,CK01567,1567
rj158.1189,rj158.1189,CK01364,1364
rj158.1190,rj158.1190,CK00904,904
rj158.1191,rj158.1191,K02418,2418
rj158.1277,rj158.1277,K02020,2020
rj158.1278,rj158.1278,K00835,835
rj158.1279,rj158.1279,K00881,881
rj158.1281,rj158.1281,CK02904,2904
rj158.1282,rj158.1282,CK03244,3244
rj158.1283,rj158.1283,CK03170,3170
rj158.1284,rj158.1284,CK02970,2970
rj158.1285,rj158.1285,CK02829,2829
rj158.1286,rj158.1286,CK02781,2781
rj158.1287,rj158.1287,CK03083,3083
rj158.1288,rj158.1288,CK03075,3075
rj158.1289,rj158.1289,CK02913,2913
rj158.1290,rj158.1290,CK02864,2864
rj158.1291,rj158.1291,CK03111,3111
rj158.1292,rj158.1292,CK02741,2741
rj158.1293,rj158.1293,CK03211,3211
rj158.1294,rj158.1294,CK02891,2891
rj158.1295,rj158.1295,CK03012,3012
rj158.1296,rj158.1296,CK03087,3087
rj158.1297,rj158.1297,CK03277,3277
rj158.1298,rj158.1298,CK02960,2960
rj158.1299,rj158.1299,CK02984,2984
rj158.1384,rj158.1384,K02626,2626
rj158.1387,rj158.1387,CK01288,1288
rj158.1388,rj158.1388,CK02915,2915
rj158.1389,rj158.1389,CK03403,3403
rj158.1390,rj158.1390,CK03252,3252
rj158.1391,rj158.1391,CK03415,3415
rj158.1392,rj158.1392,CK03015,3015
rj158.1393,rj158.1393,CK02805,2805
rj158.1394,rj158.1394,CK03422,3422
rj158.1395,rj158.1395,CK03384,3384
rj158.1396,rj158.1396,CK02787,2787
rj158.1397,rj158.1397,CK03002,3002
rj158.1398,rj158.1398,CK03023,3023
rj159.80,rj159.80,K01422,1422
rj159.81,rj159.81,K01298,1298
rj159.82,rj159.82,K01596,1596
rj159.92,rj159.92,CK03117,3117
rj159.93,rj159.93,CK02867,2867
rj159.94,rj159.94,CK02979,2979
rj159.95,rj159.95,CK02949,2949
rj159.96,rj159.96,CK03346,3346
rj159.97,rj159.97,CK03128,3128
rj159.98,rj159.98,CK03046,3046
rj159.99,rj159.99,CK03398,3398
rj159.100,rj159.100,CK03020,3020
rj159.101,rj159.101,CK02690,2690
rj159.102,rj159.102,CK02790,2790
rj159.103,rj159.103,CK02925,2925
rj159.104,rj159.104,CK03021,3021
rj159.105,rj159.105,CK02977,2977
rj159.106,rj159.106,CK03017,3017
rj159.272,rj159.272,CK00256,256
rj159.273,rj159.273,CK02674,2674
rj159.274,rj159.274,CK02951,2951
rj159.275,rj159.275,CK03100,3100
rj159.276,rj159.276,CK02838,2838
rj159.277,rj159.277,CK02808,2808
rj159.278,rj159.278,CK02740,2740
rj159.281,rj159.281,CK02753,2753
rj159.282,rj159.282,CK03093,3093
rj159.283,rj159.283,CK02977,2977
rj159.284,rj159.284,CK03310,3310
rj159.285,rj159.285,CK02857,2857
rj159.286,rj159.286,CK02769,2769
rj159.487,rj159.487,CK03199,3199
rj159.488,rj159.488,CK02935,2935
rj159.690,rj159.690,K01078,1078
rj159.691,rj159.691,K01486,1486
rj159.692,rj159.692,K01707,1707
rj159.693,rj159.693,K02048,2048
rj159.694,rj159.694,K02681,2681
rj159.697,rj159.697,CK02885,2885
rj159.698,rj159.698,CK03109,3109
rj159.699,rj159.699,CK02676,2676
rj159.901,rj159.901,K00886,886
rj159.902,rj159.902,K02762,2762
rj159.903,rj159.903,K02770,2770
rj159.904,rj159.904,CK00408,408
rj159.905,rj159.905,CK00435,435
rj159.906,rj159.906,CK00474,474
rj159.911,rj159.911,CK03096,3096
rj159.912,rj159.912,CK03378,3378
rj159.913,rj159.913,CK02869,2869
rj159.914,rj159.914,CK03052,3052
rj159.915,rj159.915,CK02863,2863
rj159.916,rj159.916,CK02974,2974
rj159.917,rj159.917,CK02813,2813
rj159.918,rj159.918,CK03035,3035
rj159.919,rj159.919,CK02906,2906
rj159.920,rj159.920,CK02815,2815
rj159.921,rj159.921,CK02830,2830
rj161.289,rj161.289,K03010,3010
rj161.290,rj161.290,CK00510,510
rj161.291,rj161.291,CK01052,1052
rj161.292,rj161.292,CK01306,1306
rj161.293,rj161.293,CK02943,2943
rj161.294,rj161.294,CK02840,2840
rj161.295,rj161.295,CK02698,2698
rj161.485,rj161.485,CK00351,351
rj161.492,rj161.492,CK01278,1278
rj161.493,rj161.493,CK01432,1432
rj161.494,rj161.494,CK02765,2765
rj161.495,rj161.495,CK02730,2730
rj161.496,rj161.496,CK02743,2743
rj161.497,rj161.497,CK02807,2807
rj161.498,rj161.498,CK02859,2859
rj161.499,rj161.499,CK02729,2729
rj161.500,rj161.500,CK02884,2884
rj161.501,rj161.501,CK02748,2748
rj161.502,rj161.502,CK02964,2964
rj163.263,rj163.263,CK02295,2295
rj163.265,rj163.265,CK03000,3000
rj170.298,rj170.298,CK04533,4533
rj170.303,rj170.303,CK03741,3741
rj170.304,rj170.304,CK03425,3425
rj170.501,rj170.501,CK03284,3284
rj170.520,rj170.520,CK04365,4365
rj170.685,rj170.685,CK04431,4431
rj170.686,rj170.686,CK04032,4032
rj170.687,rj170.687,CK04288,4288
rj170.688,rj170.688,CK03158,3158
rj170.713,rj170.713,CK03681,3681
rj170.714,rj170.714,CK04639,4639
rj170.715,rj170.715,CK04365,4365
rj171.319,rj171.319,CK00969,969
rj172.65,rj172.65,K04742,4742
rj172.66,rj172.66,K04427,4427
rj172.67,rj172.67,K04087,4087
rj172.68,rj172.68,K04005,4005
rj172.69,rj172.69,K03255,3255
rj172.70,rj172.70,K02529,2529
rj172.71,rj172.71,K04622,4622
rj172.72,rj172.72,K04745,4745
rj172.190,rj172.190,K01120,1120
rj172.407,rj172.407,CK00258,258
rj172.408,rj172.408,CK03156,3156
rj172.721,rj172.721,CK00258,258
rj172.722,rj172.722,CK03156,3156
rj172.732,rj172.732,CK04021,4021
rj172.738,rj172.738,CK04396,4396
rj172.905,rj172.905,CK03156,3156
rj172.911,rj172.911,CK00258,258
rj172.1090,rj172.1090,CK03130,3130
rj172.1101,rj172.1101,CK03864,3864
rj172.1102,rj172.1102,CK04368,4368
rj172.1103,rj172.1103,CK03500,3500
rj172.1104,rj172.1104,CK04355,4355
rj172.1106,rj172.1106,CK00258,258
rj172.1107,rj172.1107,CK03156,3156
rj172.1271,rj172.1271,K01120,1120
rj172.1276,rj172.1276,CK04269,4269
rj172.1277,rj172.1277,CK03936,3936
rj172.1278,rj172.1278,CK03156,3156
rj172.1279,rj172.1279,CK00258,258
rj172.1500,rj172.1500,CK03156,3156
rj173.76,rj173.76,CK00258,258
rj173.77,rj173.77,CK03156,3156
rj173.83,rj173.83,CK03338,3338
rj173.84,rj173.84,CK03340,3340
rj173.85,rj173.85,CK04637,4637
rj173.86,rj173.86,CK04407,4407
rj173.87,rj173.87,CK04287,4287
rj173.88,rj173.88,CK02956,2956
rj173.89,rj173.89,CK03203,3203
rj173.90,rj173.90,CK02771,2771
rj173.91,rj173.91,CK04582,4582
rj173.92,rj173.92,CK03209,3209
rj173.93,rj173.93,CK04329,4329
rj173.94,rj173.94,CK03683,3683
rj173.95,rj173.95,CK04399,4399
rj173.96,rj173.96,CK04556,4556
rj173.97,rj173.97,CK03204,3204
rj173.98,rj173.98,CK03908,3908
rj173.99,rj173.99,CK03242,3242
rj173.100,rj173.100,CK03583,3583
rj173.101,rj173.101,CK04318,4318
rj173.102,rj173.102,CK04446,4446
rj173.103,rj173.103,CK03943,3943
rj173.104,rj173.104,CK04276,4276
rj173.105,rj173.105,CK04482,4482
rj173.106,rj173.106,CK03907,3907
rj173.107,rj173.107,CK04157,4157
rj173.108,rj173.108,CK04198,4198
rj173.109,rj173.109,CK03876,3876
rj173.110,rj173.110,CK03528,3528
rj173.111,rj173.111,CK03060,3060
rj173.112,rj173.112,CK03892,3892
rj173.113,rj173.113,CK04004,4004
rj173.114,rj173.114,CK04663,4663
rj173.115,rj173.115,CK04053,4053
rj173.116,rj173.116,CK04037,4037
rj173.117,rj173.117,CK04588,4588
rj173.118,rj173.118,CK04699,4699
rj173.119,rj173.119,CK04152,4152
rj173.225,rj173.225,CK00258,258
rj173.226,rj173.226,CK03156,3156
rj173.227,rj173.227,CK03125,3125
rj173.387,rj173.387,CK00258,258
rj173.388,rj173.388,CK03156,3156
rj173.398,rj173.398,CK00981,981
rj173.414,rj173.414,CK04292,4292
rj173.415,rj173.415,CK04580,4580
rj173.416,rj173.416,CK04887,4887
rj173.591,rj173.591,CK00258,258
rj173.592,rj173.592,CK03156,3156
rj173.779,rj173.779,K00289,289
rj173.791,rj173.791,CK00258,258
rj173.792,rj173.792,CK03156,3156
rj173.986,rj173.986,CK00142,142
rj173.997,rj173.997,CK03456,3456
rj173.999,rj173.999,CK04296,4296
rj173.1192,rj173.1192,CK03608,3608
rj173.1193,rj173.1193,CK03835,3835
rj173.1194,rj173.1194,CK04341,4341
rj173.1195,rj173.1195,CK04331,4331
rj173.1196,rj173.1196,CK04411,4411
rj173.1197,rj173.1197,CK04160,4160
rj173.1198,rj173.1198,CK04653,4653
rj173.1199,rj173.1199,CK04581,4581
rj173.1200,rj173.1200,CK04066,4066
rj173.1201,rj173.1201,CK04302,4302
rj173.1202,rj173.1202,CK04129,4129
rj173.1203,rj173.1203,CK03419,3419
rj173.1204,rj173.1204,CK04423,4423
rj173.1205,rj173.1205,CK04775,4775
rj173.1206,rj173.1206,CK02837,2837
rj173.1391,rj173.1391,CK00258,258
rj173.1392,rj173.1392,CK03156,3156
rj173.1397,rj173.1397,CK04575,4575
rj173.1398,rj173.1398,CK04235,4235
rj173.1399,rj173.1399,CK03946,3946
rj173.1400,rj173.1400,CK03991,3991
rj173.1401,rj173.1401,CK04834,4834
rj173.1402,rj173.1402,CK03557,3557
rj174.80,rj174.80,CK04190,4190
rj174.81,rj174.81,CK04706,4706
rj174.321,rj174.321,CK04634,4634
rj174.322,rj174.322,CK03782,3782
rj174.499,rj174.499,K01439,1439
rj175.87,rj175.87,K01120,1120
rj176.117,rj176.117,K01120,1120
rj176.118,rj176.118,CK04184,4184
rj176.119,rj176.119,CK03573,3573
rj176.120,rj176.120,CK04665,4665
rj176.121,rj176.121,CK04613,4613
rj176.283,rj176.283,CK03497,3497
rj176.284,rj176.284,CK03421,3421
rj176.285,rj176.285,CK03315,3315
rj176.286,rj176.286,CK03875,3875
rj176.287,rj176.287,CK03438,3438
rj176.288,rj176.288,CK03891,3891
rj176.289,rj176.289,CK04601,4601
rj177.97,rj177.97,CK04833,4833
rj177.98,rj177.98,CK03382,3382
rj177.99,rj177.99,CK03363,3363
rj177.100,rj177.100,CK03371,3371
rj177.101,rj177.101,CK02832,2832
rj177.112,rj177.112,K01120,1120
rj177.120,rj177.120,CK03541,3541
rj177.121,rj177.121,CK04614,4614
rj177.122,rj177.122,CK03787,3787
rj177.123,rj177.123,CK03039,3039
rj177.124,rj177.124,CK03496,3496
rj177.301,rj177.301,CK03602,3602
rj177.302,rj177.302,CK04136,4136
rj177.303,rj177.303,CK04230,4230
rj177.304,rj177.304,CK04251,4251
rj177.305,rj177.305,CK03444,3444
rj177.317,rj177.317,CK04212,4212
rj177.318,rj177.318,CK04367,4367
rj178.113,rj178.113,CK04146,4146
rj178.114,rj178.114,CK04400,4400
rj178.115,rj178.115,CK03811,3811
rj178.116,rj178.116,CK04383,4383
rj178.123,rj178.123,CK03161,3161
rj178.124,rj178.124,CK03853,3853
rj178.125,rj178.125,CK03880,3880
rj178.126,rj178.126,CK02590,2590
rj178.127,rj178.127,CK03818,3818
rj178.128,rj178.128,CK03560,3560
rj178.283,rj178.283,K01463,1463
rj178.298,rj178.298,CK04097,4097
rj178.299,rj178.299,CK04443,4443
rj178.300,rj178.300,CK03641,3641
rj178.301,rj178.301,CK02786,2786
rj178.302,rj178.302,CK04457,4457
rj178.306,rj178.306,CK03515,3515
rj178.307,rj178.307,CK04686,4686
rj178.308,rj178.308,CK04409,4409
rj178.309,rj178.309,CK04011,4011
rj178.310,rj178.310,CK03886,3886
rj179.75,rj179.75,K00904,904
rj179.76,rj179.76,K01475,1475
rj179.88,rj179.88,CK03791,3791
rj179.89,rj179.89,CK02686,2686
rj179.90,rj179.90,CK02696,2696
rj179.91,rj179.91,CK02659,2659
rj179.92,rj179.92,CK02007,2007
rj179.93,rj179.93,CK04022,4022
rj179.94,rj179.94,CK04098,4098
rj179.114,rj179.114,CK03890,3890
rj179.115,rj179.115,CK04657,4657
rj179.116,rj179.116,CK04452,4452
rj179.117,rj179.117,CK03503,3503
rj179.118,rj179.118,CK04656,4656
rj179.119,rj179.119,CK04640,4640
rj179.120,rj179.120,CK04774,4774
rj179.121,rj179.121,CK04473,4473
rj179.122,rj179.122,CK04567,4567
rj179.278,rj179.278,K02218,2218
rj179.279,rj179.279,K00841,841
rj179.280,rj179.280,K00509,509
rj179.287,rj179.287,K00245,245
rj179.288,rj179.288,K00245,245
rj179.289,rj179.289,K00245,245
rj179.293,rj179.293,K01431,1431
rj179.297,rj179.297,CK03928,3928
rj179.298,rj179.298,CK04864,4864
rj179.299,rj179.299,CK04693,4693
rj179.300,rj179.300,CK04913,4913
rj179.301,rj179.301,CK04072,4072
rj179.302,rj179.302,CK03436,3436
rj179.303,rj179.303,CK04585,4585
rj179.304,rj179.304,CK04246,4246
rj179.305,rj179.305,CK02372,2372
rj179.306,rj179.306,K00564,564
rj179.322,rj179.322,CK04156,4156
rj179.323,rj179.323,CK04123,4123
rj179.324,rj179.324,CK01639,1639
rj179.325,rj179.325,CK04377,4377
rj179.326,rj179.326,CK04839,4839
rj179.486,rj179.486,CK04871,4871
rj179.487,rj179.487,CK03465,3465
rj179.488,rj179.488,CK01848,1848
rj179.489,rj179.489,CK01864,1864
rj179.490,rj179.490,CK04822,4822
rj179.491,rj179.491,CK04435,4435
rj179.492,rj179.492,CK04674,4674
rj179.493,rj179.493,CK04713,4713
rj179.494,rj179.494,CK04557,4557
rj179.495,rj179.495,CK04024,4024
rj179.496,rj179.496,CK02403,2403
rj179.497,rj179.497,CK03678,3678
rj179.498,rj179.498,CK04881,4881
rj179.499,rj179.499,CK04818,4818
rj179.500,rj179.500,CK01792,1792
rj179.501,rj179.501,CK03871,3871
rj179.502,rj179.502,CK03728,3728
rj179.503,rj179.503,CK02636,2636
rj179.504,rj179.504,CK04716,4716
rj179.505,rj179.505,CK03663,3663
rj179.506,rj179.506,CK04273,4273
rj179.507,rj179.507,CK04421,4421
rj179.508,rj179.508,CK02635,2635
rj179.509,rj179.509,CK04131,4131
rj179.510,rj179.510,CK03783,3783
rj179.519,rj179.519,K01120,1120
rj179.521,rj179.521,CK04546,4546
rj179.522,rj179.522,CK02679,2679
rj179.523,rj179.523,CK04725,4725
rj179.524,rj179.524,CK04323,4323
rj179.525,rj179.525,CK04222,4222
rj179.526,rj179.526,CK03506,3506
rj179.687,rj179.687,CK04057,4057
rj179.688,rj179.688,CK03720,3720
rj179.689,rj179.689,CK04345,4345
rj179.690,rj179.690,CK02081,2081
rj179.691,rj179.691,CK04605,4605
rj179.692,rj179.692,CK01806,1806
rj179.693,rj179.693,CK04298,4298
rj179.694,rj179.694,CK02677,2677
rj179.695,rj179.695,CK04245,4245
rj179.696,rj179.696,CK04505,4505
rj179.697,rj179.697,CK04603,4603
rj179.698,rj179.698,CK04617,4617
rj179.699,rj179.699,CK04014,4014
rj179.700,rj179.700,CK04343,4343
rj179.701,rj179.701,CK04647,4647
rj179.702,rj179.702,CK04659,4659
rj179.703,rj179.703,CK04633,4633
rj179.704,rj179.704,CK04060,4060
rj179.705,rj179.705,CK04744,4744
rj179.706,rj179.706,CK02720,2720
rj179.709,rj179.709,CK02516,2516
rj179.710,rj179.710,CK04188,4188
rj179.711,rj179.711,CK01904,1904
rj179.712,rj179.712,CK04773,4773
rj179.713,rj179.713,CK01174,1174
rj179.714,rj179.714,CK03471,3471
rj179.715,rj179.715,CK03471,3471
rj179.716,rj179.716,CK04301,4301
rj179.717,rj179.717,CK04651,4651
rj179.718,rj179.718,CK04226,4226
rj179.884,rj179.884,CK04907,4907
rj179.885,rj179.885,CK04811,4811
rj179.886,rj179.886,CK04312,4312
rj179.887,rj179.887,CK02098,2098
rj179.888,rj179.888,CK03823,3823
rj179.889,rj179.889,CK04715,4715
rj179.890,rj179.890,CK04771,4771
rj179.891,rj179.891,CK04204,4204
rj179.892,rj179.892,CK04252,4252
rj179.893,rj179.893,CK02733,2733
rj179.894,rj179.894,CK03689,3689
rj179.895,rj179.895,CK03925,3925
rj179.896,rj179.896,CK03358,3358
rj179.897,rj179.897,CK04763,4763
rj179.898,rj179.898,CK04813,4813
rj179.900,rj179.900,CK03451,3451
rj179.901,rj179.901,CK03287,3287
rj179.902,rj179.902,CK03780,3780
rj179.903,rj179.903,CK04062,4062
rj179.904,rj179.904,CK02043,2043
rj179.905,rj179.905,CK02798,2798
rj179.912,rj179.912,CK03473,3473
rj179.913,rj179.913,CK04676,4676
rj179.914,rj179.914,CK04215,4215
rj180.288,rj180.288,CK03527,3527
rj180.289,rj180.289,CK04016,4016
rj180.290,rj180.290,CK02785,2785
rj180.291,rj180.291,CK04304,4304
rj180.292,rj180.292,CK03770,3770
rj180.293,rj180.293,CK04850,4850
rj180.477,rj180.477,CK04335,4335
rj180.478,rj180.478,CK03837,3837
rj180.479,rj180.479,CK04561,4561
rj180.480,rj180.480,CK04829,4829
rj180.481,rj180.481,CK04480,4480
rj180.482,rj180.482,CK03146,3146
rj180.490,rj180.490,CK04892,4892
rj180.491,rj180.491,CK04382,4382
rj180.492,rj180.492,CK04067,4067
rj180.493,rj180.493,CK03288,3288
rj180.497,rj180.497,CK02668,2668
rj180.498,rj180.498,CK03308,3308
rj180.499,rj180.499,CK03301,3301
rj180.500,rj180.500,CK03606,3606
rj180.501,rj180.501,CK03721,3721
rj180.502,rj180.502,CK04792,4792
rj180.503,rj180.503,CK03605,3605
rj180.504,rj180.504,CK03439,3439
rj180.505,rj180.505,CK03474,3474
rj180.506,rj180.506,CK04374,4374
rj180.675,rj180.675,CK02866,2866
rj180.887,rj180.887,CK02072,2072
rj180.888,rj180.888,CK00465,465
rj181.91,rj181.91,CK00266,266
rj181.92,rj181.92,CK01623,1623
rj181.93,rj181.93,CK01792,1792
rj181.94,rj181.94,CK02198,2198
rj181.95,rj181.95,CK02728,2728
rj181.96,rj181.96,CK02072,2072
rj181.97,rj181.97,CK01951,1951
