,gdir_avs,gdir_avs_err2,gdir_srad_err2,gdir_srad_err1,gdir_avs_err1,gdir_srad,giso_sage_err1,giso_srad_err1,giso_srad_err2,giso_smass,giso_srho,giso_smass_err2,giso_smass_err1,giso_srad,giso_sage_err2,giso_srho_err1,giso_srho_err2,giso_sage,giso2_sparallax,giso2_sparallax_err1,giso2_sparallax_err2,id_starname
1329,0.0654629041338,-2.44669043515e-05,-0.0417111114016,0.0433106972541,2.49474698652e-05,1.27047564145,1.36139981526,0.0167420875966,-0.0195577988164,1.21728962994,0.581870007394,-0.070470493152,0.0505355665875,1.27923981729,-0.787287556683,0.0388087075013,-0.0479028547167,1.53992662744,1.72253193461,0.021754473779,-0.0150298319977,K04318
1330,0.0810751878962,-7.48546028284e-06,-0.0607384028187,0.0632522124796,7.70041021428e-06,1.65921906314,1.35331585577,0.0300536363045,-0.0299464665305,1.24445137895,0.266905179412,-0.0939135089576,0.0630490300139,1.66509005829,-0.618979813167,0.022208137083,-0.0229105915171,3.40811499592,0.984023632146,0.0152696972915,-0.0150899791447,K04323
1331,0.122684635855,-2.80733931329e-05,-0.0663634254881,0.0691765003137,2.23179210267e-05,1.91374414232,0.602548547452,0.0290111518613,-0.0279937335182,1.40996579243,0.196862586405,-0.0728390776949,0.0603092307865,1.9221537663,-0.447874574283,0.0148937040498,-0.0151847065119,2.54719873048,1.57571949103,0.0188682618199,-0.0183889771264,K04329
1332,0.106783549134,-8.78157658572e-05,-0.0345010805869,0.0365196013619,4.74889236463e-05,0.748006530243,4.94383286214,0.0115438514106,-0.0107258409135,0.789090302568,1.84474535827,-0.0313821184306,0.0293993626469,0.752341888733,-4.09851569745,0.103500887021,-0.103283522037,5.94594141012,1.57608108637,0.0226237034527,-0.0262365724949,K04332
1333,0.112993464227,-3.58881245224e-05,-0.033433680677,0.0356679610732,3.72832593709e-05,0.667029544873,4.33159449692,0.0119120796604,-0.0110437855157,0.673192718403,2.41438610363,-0.0191574343337,0.0219760062907,0.652405042503,-4.74292703719,0.122940256704,-0.113933445235,7.54305131459,1.50527599976,0.0276998400133,-0.0292042577507,K04334
1334,0.155166987115,-0.000102744349629,-0.0389435243123,0.040756102831,0.0001052512738,1.01434614625,2.11424673002,0.0153444477318,-0.0150848491984,0.857078672788,0.830530079956,-0.0330452350895,0.0537247170779,1.00900556145,-3.11537596859,0.0750108842442,-0.0510083264567,10.8088924286,1.32330437514,0.0177379144769,-0.0177109976493,K04335
1335,0.0821685103108,-2.00943964099e-06,-0.0700797195257,0.0731534542654,2.06576735057e-06,1.94775952482,0.607769813494,0.0308414794047,-0.0356215136131,1.10935615037,0.148214676639,-0.0462672874764,0.0558978138806,1.95408015084,-0.620126796645,0.0120512803051,-0.0101890758857,5.19155493219,0.893104987107,0.0163956718077,-0.0115058479566,K04341
1336,0.085579823772,-0.000150125366603,-0.0322330326412,0.0343566407549,0.000118243419939,0.65652173738,5.34976472787,0.0132808201576,-0.0128811770951,0.712069873592,2.27159081824,-0.0253315576045,0.024623622604,0.678060510083,-3.47810188701,0.107717258165,-0.108662836559,4.65971293098,1.57197775801,0.0293466603058,-0.0313276571844,K04356
1337,0.0995507826526,-2.41313411029e-05,-0.0398163668484,0.0422337944758,2.53376389792e-05,0.786499286301,4.88804463736,0.0191443386023,-0.0175642901885,0.816028910367,1.65173523182,-0.041148265272,0.0386504429764,0.788817720938,-4.10708894054,0.137809751735,-0.134434321467,5.89751194336,1.102994923,0.0260818710723,-0.0265154524262,K04366
1338,0.0983440082063,-1.09141197635e-05,-0.0552877320972,0.0578638463914,1.13382479662e-05,1.43560562294,1.39265010269,0.0316586293201,-0.0316689668009,1.17150238337,0.387747469281,-0.073744125719,0.0587819233985,1.44063550167,-0.931693626335,0.037928598322,-0.0354646067328,3.75900170703,0.885911710769,0.0175935719742,-0.0182899265133,K04367
1339,0.0759420184169,-1.73768368456e-06,-0.0831196855261,0.0866891066187,1.78365273004e-06,2.24524328003,0.383983693562,0.0397367150956,-0.0380122107524,1.33701231308,0.118853711511,-0.0651405292448,0.165293127937,2.24279709809,-1.19594964229,0.0177832623442,-0.0098593067839,3.73656631256,0.984080485048,0.0132227179721,-0.0142563918279,K04368
1340,0.11780584365,-8.16195560189e-05,-0.0325674584742,0.0344560803375,8.39860502273e-05,0.715204857549,4.97260428421,0.0106504348123,-0.0103069380547,0.754906046583,2.00349528986,-0.0264127433713,0.0254837323714,0.721559570913,-3.92978592342,0.0947619537837,-0.0941420021725,5.98333645285,1.67351622361,0.0250218035382,-0.0270235430737,K04372
1341,0.0923809877126,-7.9946490564e-05,-0.034119616956,0.0358551926193,8.14329777936e-05,0.870373107407,4.54184198075,0.0121257335503,-0.0106809190452,0.904188580773,1.35693604283,-0.0531188727113,0.0458228135228,0.874009140114,-3.24128176118,0.0889871058366,-0.121527485222,4.92538897306,1.75243405774,0.0169135649005,-0.0168952695813,K04374
1342,0.112355051308,-7.57575137422e-06,-0.112797807562,0.119858685166,8.00407735659e-06,2.5016519698,0.63665700065,0.080005366133,-0.0729348434178,1.07618462032,0.0681090808641,-0.0477173492341,0.0486758587714,2.5003956059,-0.55849768951,0.00649776760076,-0.0057524568629,5.15207513378,0.708761514715,0.0203363084539,-0.0203146594966,K04377
1343,0.0875162566893,-4.15311686183e-05,-0.0514388074582,0.0537342538904,4.29805089766e-05,1.35653158745,1.53408353829,0.0275179691222,-0.027189208309,1.09414825536,0.431687789009,-0.0662347262208,0.0651306358656,1.36022630211,-1.34466328048,0.0420823712696,-0.0382859187824,4.86325766716,0.844549494489,0.0149358306282,-0.0151181523916,K04382
1344,0.139689211299,-6.69862776762e-05,-0.0335346924633,0.0350457130619,6.83242862331e-05,0.917406497925,3.0815252402,0.0115651306868,-0.0118986482576,0.976199202758,1.22102616974,-0.0524738630219,0.0346637582351,0.9281029825,-1.72809194347,0.061485520093,-0.0881207859599,2.48588747196,1.63636875837,0.0170762940558,-0.0190676388406,K04383
1345,0.284280875869,-7.08447174538e-05,-0.0468979033854,0.0499455997406,1.59491929759e-05,0.831677390745,4.47101314516,0.021556099734,-0.0202977007414,0.851975028507,1.50195308876,-0.0379376283069,0.0414788609179,0.826112070645,-4.44998794619,0.138157852015,-0.126915147922,6.96624588682,1.0003994329,0.0275359258702,-0.029176647441,K04385
