,id_starname,teff,teff_err,logg,logg_err,feh,feh_err,parallax,parallax_err,kmag,kmag_err,ra,dec,band,dust,cks_sprov
100,K00251,4501.59167045,100,4.7,1,-0.576419944959,0.12,0.00547790191391,2.90524729166e-05,11.682,0.019,298.258110105,47.6050030509,kmag,green18,smsyn
101,K00252,4496.21511793,100,4.7,1,-0.372885194357,0.12,0.00298370170978,2.96083322996e-05,12.552,0.03,290.40151561,48.8227233681,kmag,green18,smsyn
102,K00254,4523.69849874,100,4.7,1,-0.310672741674,0.12,0.00264339038768,4.34038225346e-05,12.892,0.029,292.872929227,41.0641727322,kmag,green18,smsyn
103,K00256,4908.81186821,100,4.7,1,-0.690809011926,0.12,0.00568754637572,4.1450150552e-05,11.783,0.023,285.185058616,49.5652850475,kmag,green18,smsyn
104,K00257,6190.9728893,100,4.7,1,0.108454937653,0.12,0.00440180456229,2.55923611273e-05,9.617,0.017,284.635188529,40.719829595,kmag,green18,smsyn
105,K00258,5758.05349073,100,4.7,1,-0.323339197656,0.12,0.00270117332223,3.05846666828e-05,8.682,0.021,284.541809509,48.9612443657,kmag,green18,smsyn
106,K00260,6281.43343144,100,4.7,1,-0.153960228222,0.12,0.00423663225892,2.92008213248e-05,9.344,0.011,289.347363399,44.2084444714,kmag,green18,smsyn
107,K00261,5781.7206375,100,4.7,1,0.115238787711,0.12,0.00816212017543,2.64446348266e-05,8.868,0.02,297.069826342,40.5252038781,kmag,green18,smsyn
108,K00262,6139.43815046,100,4.7,1,-0.10253067292,0.12,0.00402261052987,2.9542156655e-05,9.197,0.019,288.100931218,50.0336844073,kmag,green18,smsyn
109,K00265,6012.40345179,100,4.7,1,0.143555788484,0.12,0.00257762288913,2.08354665717e-05,10.665,0.017,297.01880743,50.4090459938,kmag,green18,smsyn
110,K00266,6165.61575527,100,4.7,1,-0.057907195641,0.12,0.00310487402956,2.38152714747e-05,10.379,0.012,295.404254576,42.9812789114,kmag,green18,smsyn
111,K00268,6474.65865444,100,4.7,1,0.0221233913036,0.12,0.00391098339634,3.4589779705e-05,9.604,0.02,285.728907397,38.50690026,kmag,green18,smsyn
112,K00269,6298.80839706,100,4.7,1,-0.0764297315544,0.12,0.00341078597681,2.53963225626e-05,9.754,0.011,287.345673699,43.3783893659,kmag,green18,smsyn
113,K00271,6156.48824561,100,4.7,1,0.272729668993,0.12,0.00285876972203,2.13037980834e-05,10.234,0.019,285.189943852,46.0280595579,kmag,green18,smsyn
114,K00273,5673.65265413,100,4.7,1,0.281861099288,0.12,0.00435570321355,2.43672026911e-05,9.968,0.018,287.47864743,38.2290751403,kmag,green18,smsyn
115,K00274,6067.54509628,100,4.7,1,-0.0414929954957,0.12,0.00254721243715,2.46965973977e-05,10.109,0.011,282.492262187,43.9802442231,kmag,green18,smsyn
116,K00275,5825.0903597,100,4.7,1,0.263036904874,0.12,0.00247032291795,2.58468939938e-05,10.252,0.019,285.311184467,47.8484774747,kmag,green18,smsyn
117,K00276,5990.64336653,100,4.7,1,-0.00771199732523,0.12,0.00303263473941,3.35789647191e-05,10.483,0.025,289.664394016,48.7061649663,kmag,green18,smsyn
118,K00277,5948.22217438,100,4.7,1,-0.206757154272,0.12,0.00191843265639,2.14930038982e-05,10.788,0.022,291.250185918,49.231807268,kmag,green18,smsyn
119,K00279,6286.28468622,100,4.7,1,0.173715989119,0.12,0.00221748598129,2.44916336022e-05,10.429,0.017,295.486582068,51.0135237175,kmag,green18,smsyn
120,K00280,6076.61872039,100,4.7,1,-0.270160684931,0.12,0.00471328184738,2.15272470707e-05,9.785,0.017,286.689598558,39.2120801664,kmag,green18,smsyn
121,K00281,5665.88734946,100,4.7,1,-0.383073162932,0.12,0.0026138643713,2.49032693388e-05,10.446,0.02,287.655019601,39.244171643,kmag,green18,smsyn
122,K00282,5843.95927728,100,4.7,1,-0.209991803507,0.12,0.003182211112,2.31178353224e-05,10.49,0.02,288.450590523,40.2452005595,kmag,green18,smsyn
123,K00283,5810.93279717,100,4.7,1,0.202614920652,0.12,0.00439724584745,2.69908963626e-05,10.079,0.017,288.530892381,40.9423729539,kmag,green18,smsyn
124,K00285,5940.56960183,100,4.7,1,0.183446314698,0.12,0.00211647411247,2.33299886311e-05,10.403,0.018,289.086060661,41.5630224395,kmag,green18,smsyn
125,K00288,6184.32381598,100,4.7,1,0.221199416615,0.12,0.00246665600451,2.50030691975e-05,9.705,0.014,293.716465509,46.2266877651,kmag,green18,smsyn
126,K00289,5829.07200317,100,4.7,1,-0.368880796649,0.12,0.00155819936551,2.40477499897e-05,11.187,0.016,282.945538406,47.5749180917,kmag,green18,smsyn
127,K00291,5671.75313653,100,4.7,1,0.275444175273,0.12,0.00155592424863,4.45393441502e-05,11.32,0.016,297.277890558,48.3203541554,kmag,green18,smsyn
128,K00292,5778.84197172,100,4.7,1,-0.164704604997,0.12,0.00251862975464,2.17445561314e-05,11.345,0.026,287.326529163,48.6733442559,kmag,green18,smsyn
129,K00294,6073.90707206,100,4.7,1,0.0483621214336,0.12,0.00216398088285,2.19826391342e-05,11.315,0.022,298.268921685,48.9167390835,kmag,green18,smsyn
130,K00295,5945.12920948,100,4.7,1,-0.180753281381,0.12,0.00301112472222,2.11369192451e-05,10.951,0.019,284.739115573,49.5984447863,kmag,green18,smsyn
131,K00296,5752.8129768,100,4.7,1,-0.125106910948,0.12,0.00215984649491,2.03041199292e-05,11.469,0.023,285.041623482,50.0753912518,kmag,green18,smsyn
132,K00297,6148.76559054,100,4.7,1,0.106493903648,0.12,0.00222054320721,2.36038662027e-05,10.875,0.019,286.247173947,50.2423694195,kmag,green18,smsyn
133,K00299,5557.57458981,100,4.7,1,0.198285078026,0.12,0.0028788934651,2.38867773296e-05,11.253,0.017,285.661693348,37.9645672009,kmag,green18,smsyn
134,K00301,5982.93488272,100,4.7,1,-0.0903136164823,0.12,0.00163280282143,2.77838923123e-05,11.456,0.022,290.495093858,38.7954956479,kmag,green18,smsyn
135,K00302,6740.42896976,100,4.7,1,0.155350487788,0.12,0.00148038816195,2.90798188877e-05,10.987,0.014,295.608762542,38.7357367852,kmag,green18,smsyn
136,K00303,5610.98723594,100,4.7,1,-0.135381550816,0.12,0.00347368563375,2.42731255785e-05,10.631,0.018,293.675513811,41.2952061171,kmag,green18,smsyn
137,K00304,5802.44573244,100,4.7,1,-0.166613462787,0.12,0.00298379613583,2.51919217103e-05,11.109,0.019,287.090019017,41.3737575612,kmag,green18,smsyn
138,K00305,4802.04039322,100,4.7,1,0.227467352473,0.12,0.00482339070605,2.36920157153e-05,10.757,0.018,297.353999369,41.3000452493,kmag,green18,smsyn
139,K00306,5338.12976473,100,4.7,1,0.176450205453,0.12,0.00407924225231,2.35871595363e-05,10.761,0.021,299.319670812,41.3847446864,kmag,green18,smsyn
140,K00308,6253.96977652,100,4.7,1,0.028934372084,0.12,0.00194026322516,5.65678821543e-05,11.041,0.018,293.92973367,41.6029048248,kmag,green18,smsyn
141,K00309,4598.26834331,100,4.7,1,-0.0319799030309,0.12,0.00595830387031,1.98133488359e-05,10.48,0.011,288.823110613,42.5426165861,kmag,green18,smsyn
142,K00313,5225.00967942,100,4.7,1,0.0424216553233,0.12,0.00332475582945,1.98705033443e-05,11.165,0.011,282.135587506,43.039195109,kmag,green18,smsyn
143,K00314,4495.23302475,100,4.7,1,-0.591921074446,0.12,0.0149801568506,2.37547384976e-05,9.506,0.011,290.381412161,43.2930644982,kmag,green18,smsyn
144,K00315,4792.70165138,100,4.7,1,-0.207689620833,0.12,0.00514091771426,2.52856494477e-05,10.813,0.016,297.271720668,43.3330644006,kmag,green18,smsyn
145,K00316,5626.06049915,100,4.7,1,0.35779957672,0.12,0.00258174281698,2.72155275414e-05,11.167,0.015,282.391945061,43.8894166657,kmag,green18,smsyn
146,K00317,6556.29536708,100,4.7,1,0.0691004681883,0.12,0.00122842212695,2.0295593436e-05,11.67,0.023,298.816380067,43.9980202913,kmag,green18,smsyn
147,K00318,6341.38137567,100,4.7,1,0.261612044609,0.12,0.00158885918686,2.49014689562e-05,11.068,0.011,288.153973046,44.0688154371,kmag,green18,smsyn
148,K00321,5658.93715626,100,4.7,1,0.284673243695,0.12,0.00277140566049,2.52431568821e-05,10.97,0.017,291.848176361,44.968280717,kmag,green18,smsyn
149,K00323,5456.9251055,100,4.7,1,0.0549196247423,0.12,0.00397223510053,2.51049194976e-05,10.827,0.017,284.061122441,45.5068126619,kmag,green18,smsyn
150,K00327,6024.71406945,100,4.7,1,-0.0335382885215,0.12,0.00173705760271,2.04184520289e-05,11.709,0.015,287.369405591,46.7681472813,kmag,green18,smsyn
151,K00328,5765.62126424,100,4.7,1,-0.0852353573905,0.12,0.00220566519015,1.9480689415e-05,11.224,0.012,293.576333969,46.7754987634,kmag,green18,smsyn
152,K00330,5856.15663845,100,4.7,1,0.0241748170572,0.12,0.000969170815002,1.32303358665e-05,12.384,0.024,296.859178732,49.1620125247,kmag,green18,smsyn
153,K00331,5512.4166539,100,4.7,1,0.109960371603,0.12,0.00103149109031,1.56037351049e-05,11.798,0.017,296.183423931,47.3587775511,kmag,green18,smsyn
154,K00332,5794.62699025,100,4.7,1,0.376312459287,0.12,0.00152550198535,1.7994740032e-05,11.475,0.019,297.650928087,47.3962245865,kmag,green18,smsyn
155,K00333,6197.17350577,100,4.7,1,0.0866180852172,0.12,0.0013574175191,1.34099037873e-05,12.125,0.017,290.957913026,47.4062673043,kmag,green18,smsyn
156,K00337,5755.0180289,100,4.7,1,0.092792655477,0.12,0.0012993934769,1.57095373572e-05,12.409,0.019,295.684859461,47.7480914402,kmag,green18,smsyn
157,K00338,4995.69338283,100,4.7,1,0.336344734708,0.12,0.00334435427738,1.42632612048e-05,11.393,0.017,297.970727113,47.7316041009,kmag,green18,smsyn
