,id_starname,teff,teff_err,logg,logg_err,feh,feh_err,feh_err,parallax,parallax_err,kmag,kmag_err,ra,dec,band,dust,cks_sprov
136,K00303,5610.98723594,100,4.7,1,-0.135381550816,0.06,0.12,-99,0,10.631,0.018,293.675513811,41.2952061171,kmag,allsky,smsyn
137,K00304,5802.44573244,100,4.7,1,-0.166613462787,0.06,0.12,-99,0,11.109,0.019,287.090019017,41.3737575612,kmag,allsky,smsyn
138,K00305,4802.04039322,100,4.7,1,0.227467352473,0.06,0.12,-99,0,10.757,0.018,297.353999369,41.3000452493,kmag,allsky,smsyn
139,K00306,5338.12976473,100,4.7,1,0.176450205453,0.06,0.12,-99,0,10.761,0.021,299.319670812,41.3847446864,kmag,allsky,smsyn
140,K00308,6253.96977652,100,4.7,1,0.028934372084,0.06,0.12,-99,0,11.041,0.018,293.92973367,41.6029048248,kmag,allsky,smsyn
141,K00309,4598.26834331,100,4.7,1,-0.0319799030309,0.06,0.12,-99,0,10.48,0.011,288.823110613,42.5426165861,kmag,allsky,smsyn
142,K00313,5225.00967942,100,4.7,1,0.0424216553233,0.06,0.12,-99,0,11.165,0.011,282.135587506,43.039195109,kmag,allsky,smsyn
143,K00314,4495.23302475,100,4.7,1,-0.591921074446,0.06,0.12,-99,0,9.506,0.011,290.381412161,43.2930644982,kmag,allsky,smsyn
144,K00315,4792.70165138,100,4.7,1,-0.207689620833,0.06,0.12,-99,0,10.813,0.016,297.271720668,43.3330644006,kmag,allsky,smsyn
145,K00316,5626.06049915,100,4.7,1,0.35779957672,0.06,0.12,-99,0,11.167,0.015,282.391945061,43.8894166657,kmag,allsky,smsyn
146,K00317,6556.29536708,100,4.7,1,0.0691004681883,0.06,0.12,-99,0,11.67,0.023,298.816380067,43.9980202913,kmag,allsky,smsyn
147,K00318,6341.38137567,100,4.7,1,0.261612044609,0.06,0.12,-99,0,11.068,0.011,288.153973046,44.0688154371,kmag,allsky,smsyn
148,K00321,5658.93715626,100,4.7,1,0.284673243695,0.06,0.12,-99,0,10.97,0.017,291.848176361,44.968280717,kmag,allsky,smsyn
149,K00323,5456.9251055,100,4.7,1,0.0549196247423,0.06,0.12,-99,0,10.827,0.017,284.061122441,45.5068126619,kmag,allsky,smsyn
150,K00327,6024.71406945,100,4.7,1,-0.0335382885215,0.06,0.12,-99,0,11.709,0.015,287.369405591,46.7681472813,kmag,allsky,smsyn
151,K00328,5765.62126424,100,4.7,1,-0.0852353573905,0.06,0.12,-99,0,11.224,0.012,293.576333969,46.7754987634,kmag,allsky,smsyn
152,K00330,5856.15663845,100,4.7,1,0.0241748170572,0.06,0.12,-99,0,12.384,0.024,296.859178732,49.1620125247,kmag,allsky,smsyn
153,K00331,5512.4166539,100,4.7,1,0.109960371603,0.06,0.12,-99,0,11.798,0.017,296.183423931,47.3587775511,kmag,allsky,smsyn
154,K00332,5794.62699025,100,4.7,1,0.376312459287,0.06,0.12,-99,0,11.475,0.019,297.650928087,47.3962245865,kmag,allsky,smsyn
